Gaussian Function_0_0,x + tan(x),tensor(0.1107),-63.52581094175406
Gaussian Function_40_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41d3ee0>>
Gaussian Function_40_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc4038be0>>
Gaussian Function_40_3,5*x - log(cos(x)),tensor(0.0613),-233.74408053522055
Gaussian Function_40_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4131fa0>>
Gaussian Function_40_5,E*x**5,tensor(0.1474),-32.478682009260176
Gaussian Function_40_6,x*cos(3),tensor(0.1771),-20.59677551623491
Gaussian Function_40_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0562b520>>
Gaussian Function_40_8,x**(5/2),tensor(0.),0
Gaussian Function_40_9,(x - 2)*exp(x),tensor(0.0682),-185.42307358981066
Gaussian Function_40_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f583faac0>>
Gaussian Function_40_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f583fac70>>
Gaussian Function_40_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f583faeb0>>
Gaussian Function_40_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f8415b610>>
Gaussian Function_40_14,cos(2*x)/2,tensor(0.2769),-5.820591233108472
Gaussian Function_40_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f583fa820>>
Gaussian Function_40_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f840fcdf0>>
Gaussian Function_40_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe40b9670>>
Gaussian Function_40_18,-x**4 + x**2 + x,tensor(0.1817),-19.292022843275607
Gaussian Function_40_19,-x**2,tensor(0.1548),-28.830361197004997
Gaussian Function_40_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f64126250>>
Gaussian Function_40_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f263155b0>>
Gaussian Function_40_22,(x + 2)**(-2),tensor(0.2757),-5.904544574109446
Gaussian Function_40_23,(x + 1)*cos(x),tensor(0.3160),-3.684595118130196
Gaussian Function_40_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580b9280>>
Gaussian Function_40_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e1b24c0>>
Gaussian Function_40_26,log(x**3/3),tensor(0.),0
Gaussian Function_40_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa41a33a0>>
Gaussian Function_40_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f841a92e0>>
Gaussian Function_40_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f262c1af0>>
Gaussian Function_40_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e14c220>>
Gaussian Function_40_31,x/sin(x),tensor(0.3233),-3.3825026005185377
Gaussian Function_40_32,asin(x),tensor(0.1575),-27.593091170528748
Gaussian Function_40_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58267f40>>
Gaussian Function_40_34,6*x*(x**2 + x),tensor(0.0608),-237.95729738980546
Gaussian Function_40_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40e6f40>>
Gaussian Function_40_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58235550>>
Gaussian Function_40_37,E*x**3,tensor(0.1295),-44.15361085001212
Gaussian Function_40_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f582353d0>>
Gaussian Function_40_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58235fa0>>
Gaussian Function_40_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58235c70>>
Gaussian Function_40_41,3*x*sin(x),tensor(0.1672),-23.806801805593775
Gaussian Function_40_42,2*log(x/2),tensor(0.),0
Gaussian Function_40_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f582dddf0>>
Gaussian Function_40_44,3*x**2/2,tensor(0.2284),-10.40637777627999
Gaussian Function_40_45,x + 2,tensor(0.1287),-44.81609739579438
Gaussian Function_40_46,4*x + cos(x),tensor(0.0778),-139.48158140478378
Gaussian Function_40_47,cos(2*x)/12,tensor(0.2182),-11.836327770010309
Gaussian Function_40_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f641703d0>>
Gaussian Function_40_49,sin(x) + acos(x),tensor(0.1810),-19.467002940106916
Gaussian Function_40_50,x - exp(-x),tensor(0.0770),-142.52774334789805
Gaussian Function_40_51,x + tan(3*x),tensor(0.0117),-7166.754639205965
Gaussian Function_40_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f64102d30>>
Gaussian Function_40_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2653f370>>
Gaussian Function_40_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41c9af0>>
Gaussian Function_40_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2626b940>>
Gaussian Function_40_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640aab80>>
Gaussian Function_40_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41b5fa0>>
Gaussian Function_40_58,x + sin(x) + 12,tensor(0.0175),-3153.034876426362
Gaussian Function_40_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe40f2610>>
Gaussian Function_40_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41b5640>>
Gaussian Function_40_61,cos(x)**2,tensor(0.8660),0.9760479314144799
Gaussian Function_40_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e0bc550>>
Gaussian Function_40_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e0bc070>>
Gaussian Function_40_64,zoo,tensor(0.),0
Gaussian Function_40_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f262c1070>>
Gaussian Function_40_66,5*x**7/7,tensor(0.2020),-14.605691180708263
Gaussian Function_40_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe40d7340>>
Gaussian Function_40_68,-4*x**2,tensor(0.0779),-139.27147803290939
Gaussian Function_40_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc416f730>>
Gaussian Function_40_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26315130>>
Gaussian Function_40_71,(x + 1)**3,tensor(0.0727),-161.5411275171827
Gaussian Function_40_72,(x**2 + x)**3,tensor(0.1074),-68.11270716187624
Gaussian Function_40_73,4*x + cos(x),tensor(0.0778),-139.48158140478378
Gaussian Function_40_74,-x**2*cos(x) + sin(x),tensor(0.1460),-33.20089274303321
Gaussian Function_40_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f583faf40>>
Gaussian Function_40_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5854cee0>>
Gaussian Function_40_77,x**3/7,tensor(0.2071),-13.650756685825504
Gaussian Function_40_78,x**3*sin(1),tensor(0.1909),-16.95563372121324
Gaussian Function_40_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa41a3c40>>
Gaussian Function_40_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa41a3190>>
Gaussian Function_40_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa41a3340>>
Gaussian Function_40_82,tan(x)**2,tensor(0.1956),-15.921198999484844
Gaussian Function_40_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa41a3eb0>>
Gaussian Function_40_84,x + 1,tensor(0.2380),-9.251584744214655
Gaussian Function_40_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58235a60>>
Gaussian Function_40_86,tan(x - 3) + 1,tensor(0.1782),-20.258488748989567
Gaussian Function_40_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40b1d00>>
Gaussian Function_40_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e15f250>>
Gaussian Function_40_89,x,tensor(0.1670),-23.8678185008185
Gaussian Function_40_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5803bb20>>
Gaussian Function_40_91,-x + log(x),tensor(0.),0
Gaussian Function_40_92,1 - 2*x,tensor(0.1348),-40.212355367511414
Gaussian Function_40_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f64170a30>>
Gaussian Function_40_94,sin(x + 1),tensor(0.4004),-1.242334350802377
Gaussian Function_40_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58073550>>
Gaussian Function_40_96,sin(x) + 5,tensor(0.0449),-452.41286301487304
Gaussian Function_40_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f6404b250>>
Gaussian Function_40_98,7*x,tensor(0.0445),-459.5525093292471
Gaussian Function_40_99,x**3 + x + 1,tensor(0.1702),-22.75407265323676
Gaussian Function_40_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40b1790>>
Gaussian Function_40_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f641c24f0>>
Gaussian Function_40_102,8/(x + 1),tensor(0.0025),-163396.33545728034
Gaussian Function_40_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5846f9a0>>
Gaussian Function_40_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58360fd0>>
Gaussian Function_40_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e07f910>>
Gaussian Function_40_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa407ba00>>
Gaussian Function_40_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4183970>>
Gaussian Function_40_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41b5f40>>
Gaussian Function_40_109,sin(sin(x)),tensor(0.1760),-20.931223212127218
Gaussian Function_40_110,exp(x - 5),tensor(0.2099),-13.161342859759012
Gaussian Function_40_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40e65e0>>
Gaussian Function_40_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5854c670>>
Gaussian Function_40_113,x + asinh(x),tensor(0.1237),-49.228578611382794
Gaussian Function_40_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5850e160>>
Gaussian Function_40_115,x - exp(x),tensor(0.0945),-90.80096346217374
Gaussian Function_40_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc4038490>>
Gaussian Function_40_117,x*(x**5/5 + x),tensor(0.2379),-9.26037898770363
Gaussian Function_40_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5803bee0>>
Gaussian Function_40_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc411a790>>
Gaussian Function_40_120,x + 4*exp(x),tensor(0.0392),-601.2890827166094
Gaussian Function_40_121,x*(x*cos(x) + x),tensor(0.2253),-10.826801551058255
Gaussian Function_40_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5820dd00>>
Gaussian Function_40_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe40c9670>>
Gaussian Function_40_124,1/(2*x + 2),tensor(0.0389),-609.3924690318264
Gaussian Function_40_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f840fcd30>>
Gaussian Function_40_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4126ca0>>
Gaussian Function_40_127,5*x**4/4,tensor(0.2224),-11.228072114041733
Gaussian Function_41_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e1e87c0>>
Gaussian Function_41_1,cosh(x + 2),tensor(0.0449),-451.3862974867258
Gaussian Function_41_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640e5c10>>
Gaussian Function_41_3,x*(1 - x),tensor(0.1333),-41.26210397865694
Gaussian Function_41_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f8415e820>>
Gaussian Function_41_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5850e8e0>>
Gaussian Function_41_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f265cb490>>
Gaussian Function_41_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f265cb100>>
Gaussian Function_41_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640a3970>>
Gaussian Function_41_9,x + cos(x) + 2,tensor(0.0859),-112.15438315233737
Gaussian Function_41_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581b7040>>
Gaussian Function_41_11,x**2 + cos(x),tensor(0.2568),-7.379409907177951
Gaussian Function_41_12,x - 2*tan(x),tensor(0.1454),-33.5315289855455
Gaussian Function_41_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0562b1c0>>
Gaussian Function_41_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f585bd4f0>>
Gaussian Function_41_15,-cos(x + 3),tensor(0.6120),0.5981960506371318
Gaussian Function_41_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f6404b640>>
Gaussian Function_41_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40b1b20>>
Gaussian Function_41_18,2*x*acos(x),tensor(0.0699),-176.09651267453762
Gaussian Function_41_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4131550>>
Gaussian Function_41_20,acos(x) - 1,tensor(0.2098),-13.183812715410088
Gaussian Function_41_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4126640>>
Gaussian Function_41_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4173910>>
Gaussian Function_41_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2623f7f0>>
Gaussian Function_41_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58241d60>>
Gaussian Function_41_25,x*log(4),tensor(0.1470),-32.6563607336948
Gaussian Function_41_26,2*x + 1,tensor(0.1438),-34.46095760456747
Gaussian Function_41_27,x*asin(3*x),tensor(0.),0
Gaussian Function_41_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f841e4190>>
Gaussian Function_41_29,x*acos(x) - 2*x,tensor(0.1466),-32.86092317095818
Gaussian Function_41_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5854c100>>
Gaussian Function_41_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5854ca00>>
Gaussian Function_41_32,x*(x + 1),tensor(0.1900),-17.18048292977211
Gaussian Function_41_33,x**2*cos(4),tensor(0.1717),-22.284547551874386
Gaussian Function_41_34,x**2 + x + tan(x),tensor(0.1186),-54.17795383565055
Gaussian Function_41_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5851ddc0>>
Gaussian Function_41_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5851d9d0>>
Gaussian Function_41_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5851d130>>
Gaussian Function_41_38,x + exp(-7*x),tensor(0.0009),-1211353.78385525
Gaussian Function_41_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40e66a0>>
Gaussian Function_41_40,x*(4*x**3 + x),tensor(0.1104),-63.93797620132736
Gaussian Function_41_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2666da00>>
Gaussian Function_41_42,x/4,tensor(0.2032),-14.374419780352293
Gaussian Function_41_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f262a3d90>>
Gaussian Function_41_44,x,tensor(0.1670),-23.8678185008185
Gaussian Function_41_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4072cd0>>
Gaussian Function_41_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41c9910>>
Gaussian Function_41_47,1/(x + 3),tensor(0.3112),-3.8978826862753335
Gaussian Function_41_48,zoo,tensor(0.),0
Gaussian Function_41_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f583df790>>
