Gaussian Function_0_0,x + tan(x),tensor(0.1150),-58.27104947249592
Gaussian Function_49_79,-x**2 + exp(x),tensor(0.2372),-9.339119597489708
Gaussian Function_49_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581f5340>>
Gaussian Function_49_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998251c40>>
Gaussian Function_49_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699824cca0>>
Gaussian Function_49_83,x + asinh(x),tensor(0.1283),-45.18617002727638
Gaussian Function_49_84,-x**2 + x,tensor(0.1391),-37.30768408853272
Gaussian Function_49_85,-cos(cos(x)),tensor(0.1257),-47.36235551347715
Gaussian Function_49_86,2*x + exp(x),tensor(0.0974),-84.86668766580141
Gaussian Function_49_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc618490>>
Gaussian Function_49_88,x + tan(5),tensor(0.0461),-426.76461686869754
Gaussian Function_49_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc15e130>>
Gaussian Function_49_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581a0880>>
Gaussian Function_49_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581a08e0>>
Gaussian Function_49_92,-x**2/2,tensor(0.1813),-19.380776246114504
Gaussian Function_49_93,x/(x + 2),tensor(0.1792),-19.968037492957688
Gaussian Function_49_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc6cf490>>
Gaussian Function_49_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69580685e0>>
Gaussian Function_49_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958068610>>
Gaussian Function_49_97,-x + 3*log(x),tensor(0.),0
Gaussian Function_49_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998142730>>
Gaussian Function_49_99,x*atanh(x),tensor(0.2032),-14.370782428578234
Gaussian Function_49_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc4668b0>>
Gaussian Function_49_101,x*asin(x),tensor(0.2306),-10.13454644335525
Gaussian Function_49_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc4667f0>>
Gaussian Function_49_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2558d60>>
Gaussian Function_49_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2558370>>
Gaussian Function_49_105,2*x - exp(x),tensor(0.0916),-97.40518817785065
Gaussian Function_49_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b27c63a0>>
Gaussian Function_49_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b29be070>>
Gaussian Function_49_108,x/(x + log(x)),tensor(0.),0
Gaussian Function_49_109,x/(x + 8),tensor(0.2065),-13.761501914671465
Gaussian Function_49_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69281406d0>>
Gaussian Function_49_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6930038760>>
Gaussian Function_49_112,2*x**3*tan(log(x)),tensor(0.),0
Gaussian Function_49_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998251cd0>>
Gaussian Function_49_114,x,tensor(0.1717),-22.259999443477064
Gaussian Function_49_115,5*x + 1,tensor(0.0647),-207.78810975416766
Gaussian Function_49_116,x + sin(x + 4),tensor(0.1236),-49.29924835996651
Gaussian Function_49_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581a0fa0>>
Gaussian Function_49_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6930114430>>
Gaussian Function_49_119,x*(4 - x),tensor(0.0719),-165.6439916121335
Gaussian Function_49_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699013b100>>
Gaussian Function_49_121,-x + exp(x),tensor(0.2623),-6.90936015695704
Gaussian Function_49_122,2*sin(x),tensor(0.1329),-41.56547324865876
Gaussian Function_49_123,(x + 8)*cos(x),tensor(0.0325),-887.4450682447247
Gaussian Function_49_124,x*(2*x + 2),tensor(0.1265),-46.67685232927065
Gaussian Function_49_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc199a60>>
Gaussian Function_49_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc466310>>
Gaussian Function_49_127,x*(x + cos(5)),tensor(0.2344),-9.672552762338231
Gaussian Function_50_0,(x**3 + x)/x**3,tensor(3.1687e-05),-995870981.6577924
Gaussian Function_50_1,x*log(x + 1) + x,tensor(0.1903),-17.094821008147406
Gaussian Function_50_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998300910>>
Gaussian Function_50_3,2*x*exp(x),tensor(0.1031),-74.72016655976356
Gaussian Function_50_4,x**2/log(3),tensor(0.2402),-9.00839516528248
Gaussian Function_50_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581f5a60>>
Gaussian Function_50_6,x**2,tensor(0.2400),-9.025689005438945
Gaussian Function_50_7,x*cos(x)/3,tensor(0.2051),-14.020878902806903
Gaussian Function_50_8,x**2 - sinh(x),tensor(0.1816),-19.30322657465207
Gaussian Function_50_9,(x + 5)*exp(x),tensor(0.0288),-1137.0675500934933
Gaussian Function_50_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958068e50>>
Gaussian Function_50_11,x + log(x)**2,tensor(0.),0
Gaussian Function_50_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69280734c0>>
Gaussian Function_50_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69982dac40>>
Gaussian Function_50_14,x*cosh(1),tensor(0.1445),-34.04844157063914
Gaussian Function_50_15,sin(x) + cos(x),tensor(0.2743),-5.9964937875793956
Gaussian Function_50_16,2*x + sin(x) + 2,tensor(0.0886),-104.88647946706975
Gaussian Function_50_17,cos(x + 4),tensor(0.1271),-46.19181441439657
Gaussian Function_50_18,x*(x**2 + 3),tensor(0.0821),-124.03447182872262
Gaussian Function_50_19,x + cos(2*x),tensor(0.2204),-11.51295282627468
Gaussian Function_50_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc025df0>>
Gaussian Function_50_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc0a2a90>>
Gaussian Function_50_22,-cos(x),tensor(0.1113),-62.701367914096146
Gaussian Function_50_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699007cbb0>>
Gaussian Function_50_24,25*x,tensor(0.0136),-5234.889014070659
Gaussian Function_50_25,x**2 + 2*x + sin(x),tensor(0.1005),-79.02825655925099
Gaussian Function_50_26,x**2 + tanh(x),tensor(0.2005),-14.90337275382891
Gaussian Function_50_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2558cd0>>
Gaussian Function_50_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2558bb0>>
Gaussian Function_50_29,tan(x)**2,tensor(0.1956),-15.911012868935291
Gaussian Function_50_30,sin(x + 1),tensor(0.4039),-1.1774675597542572
Gaussian Function_50_31,-x + tan(1),tensor(0.1625),-25.56074621780241
Gaussian Function_50_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69983513a0>>
Gaussian Function_50_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998351610>>
Gaussian Function_50_34,tan(x) + 16,tensor(0.0131),-5678.222312726337
Gaussian Function_50_35,2/(x + 4),tensor(0.3860),-1.5310250238762637
Gaussian Function_50_36,tan(x)**2,tensor(0.1956),-15.911012868935291
Gaussian Function_50_37,1,tensor(0.),0
Gaussian Function_50_38,x*sinh(2*x),tensor(0.1413),-35.961036685209294
Gaussian Function_50_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998351d00>>
Gaussian Function_50_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc11ec70>>
Gaussian Function_50_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc11e5e0>>
Gaussian Function_50_42,x + tan(x)/x,tensor(0.2064),-13.775219217407098
Gaussian Function_50_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc6cfb80>>
Gaussian Function_50_44,13*cosh(x),tensor(0.0135),-5324.409748344362
Gaussian Function_50_45,tan(x + 1),tensor(0.0028),-128934.69622789696
Gaussian Function_50_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699809aa60>>
Gaussian Function_50_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc758c40>>
Gaussian Function_50_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc6cf520>>
Gaussian Function_50_49,(x + 2)/x,tensor(0.0038),-67033.2307960211
Gaussian Function_50_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69982203d0>>
Gaussian Function_50_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0054f40>>
Gaussian Function_50_52,(x + 2)**2,tensor(0.0455),-439.2810413801905
Gaussian Function_50_53,-log(cos(x)),tensor(0.2329),-9.853998978999215
Gaussian Function_50_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699824cb20>>
Gaussian Function_50_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699824cd30>>
Gaussian Function_50_56,x*acos(x**2),tensor(0.1750),-21.231924889680098
Gaussian Function_50_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981f2280>>
Gaussian Function_50_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981f21c0>>
Gaussian Function_50_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981f2b50>>
Gaussian Function_50_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981f25b0>>
Gaussian Function_50_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f8076eb0>>
Gaussian Function_50_62,x**4 + 2*x,tensor(0.1289),-44.66700029386672
Gaussian Function_50_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69281b6b50>>
Gaussian Function_50_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6928133f40>>
Gaussian Function_50_65,x**2,tensor(0.2400),-9.025689005438945
Gaussian Function_50_66,x*(2*x**2 + x)*exp(x),tensor(0.0953),-89.17303335445634
Gaussian Function_50_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581f5280>>
Gaussian Function_50_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69983064c0>>
Gaussian Function_50_69,x,tensor(0.1717),-22.259999443477064
Gaussian Function_50_70,(x**2 + x)**3,tensor(0.1050),-71.71064800938319
Gaussian Function_50_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6990043760>>
Gaussian Function_50_72,2*x + sin(x) + 2,tensor(0.0886),-104.88647946706975
Gaussian Function_50_73,log(x + 1),tensor(0.1252),-47.81366940261922
Gaussian Function_50_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981c3d00>>
Gaussian Function_50_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581d1760>>
Gaussian Function_50_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581d1670>>
Gaussian Function_50_77,sin(2*x + 3)/2,tensor(0.1985),-15.302092778488213
Gaussian Function_50_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6928133460>>
Gaussian Function_50_79,x + sinh(x**2),tensor(0.1880),-17.64939188777432
Gaussian Function_50_80,x*(x**2 + x + 2),tensor(0.1090),-65.80941708381164
Gaussian Function_50_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0054220>>
Gaussian Function_50_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2562a90>>
Gaussian Function_50_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998135280>>
Gaussian Function_50_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998142dc0>>
Gaussian Function_50_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998142220>>
Gaussian Function_50_86,(2*x + 1)**4,tensor(0.0088),-12732.789255881726
Gaussian Function_50_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc6cf3a0>>
Gaussian Function_50_88,x*(x + cos(1)),tensor(0.2211),-11.413392966742745
Gaussian Function_50_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc6cfaf0>>
Gaussian Function_50_90,(x + 1)/x,tensor(0.0077),-16759.178660745183
Gaussian Function_50_91,5*x + 5,tensor(0.0383),-629.8377980531872
Gaussian Function_50_92,exp(x/2),tensor(0.2978),-4.560802513846265
Gaussian Function_50_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699809a580>>
Gaussian Function_50_94,x + 1,tensor(0.2356),-9.529323113341022
Gaussian Function_50_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69901b02e0>>
Gaussian Function_50_96,x*asinh(x),tensor(0.2419),-8.82563945031832
Gaussian Function_50_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69901b0af0>>
Gaussian Function_50_98,x**3/6 + x,tensor(0.1664),-24.08884648885012
Gaussian Function_50_99,2*x**4/5,tensor(0.2183),-11.829949871213602
Gaussian Function_50_100,x**3*atanh(x),tensor(0.1998),-15.0441499294582
Gaussian Function_50_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958102d90>>
Gaussian Function_50_102,x*sinh(x + 2),tensor(0.0596),-247.89657783700113
Gaussian Function_50_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc698610>>
Gaussian Function_50_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc221970>>
Gaussian Function_50_105,cos(x)**2,tensor(0.8695),0.9774591932460602
Gaussian Function_50_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581422e0>>
Gaussian Function_50_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981df5b0>>
Gaussian Function_50_108,x*(3 - x),tensor(0.0881),-106.19753834836175
Gaussian Function_50_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc1e0040>>
Gaussian Function_50_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6990131f40>>
Gaussian Function_50_111,x*sin(5),tensor(0.1771),-20.58452944235081
Gaussian Function_50_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998220c40>>
Gaussian Function_50_113,x*(-x + tan(x)),tensor(0.2187),-11.76326496822005
Gaussian Function_50_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69982518b0>>
Gaussian Function_50_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc466040>>
Gaussian Function_50_116,sin(2*x + 2),tensor(0.2878),-5.122774449299779
Gaussian Function_50_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b1d82d30>>
Gaussian Function_50_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69982da1c0>>
Gaussian Function_50_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6930187550>>
Gaussian Function_50_120,x - tanh(x),tensor(0.2067),-13.732326132971332
Gaussian Function_50_121,3/4,tensor(0.),0
Gaussian Function_50_122,x**2/2,tensor(0.2320),-9.96147920259626
Gaussian Function_50_123,-2*x**3/3 + x**2,tensor(0.2264),-10.670079213079035
Gaussian Function_50_124,x**3*(x + 4),tensor(0.1072),-68.3350994735017
Gaussian Function_50_125,-x**2 + 4*x,tensor(0.0719),-165.64399161213353
Gaussian Function_50_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e018c3a0>>
Gaussian Function_50_127,sin(x),tensor(0.1768),-20.682368852168267
Gaussian Function_51_0,x**2 + 2,tensor(0.1077),-67.62176089035923
Gaussian Function_51_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699007ce80>>
Gaussian Function_51_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998058670>>
