 Nguyen-5'_0_0,x + sinh(x),tensor(0.0720),-164.92207476116118
 Nguyen-5'_27_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c2baee0>>
 Nguyen-5'_27_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c2ba850>>
 Nguyen-5'_27_16,x + x*tan(1),tensor(0.0674),-190.20629091614208
 Nguyen-5'_27_17,x*cosh(1),tensor(0.0775),-140.66944200275086
 Nguyen-5'_27_18,x*(2*x + 3),tensor(0.0524),-325.907650178153
 Nguyen-5'_27_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c29c310>>
 Nguyen-5'_27_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c130c10>>
 Nguyen-5'_27_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc0513a0>>
 Nguyen-5'_27_22,x*sqrt(x + 1),tensor(0.0759),-147.36724987409335
 Nguyen-5'_27_23,2*x**3/3 + x,tensor(0.0787),-136.14681968589653
 Nguyen-5'_27_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0816a0>>
 Nguyen-5'_27_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc127d90>>
 Nguyen-5'_27_26,x*atanh(x**2),tensor(0.0817),-125.29906639496335
 Nguyen-5'_27_27,3*x + 3,tensor(0.0318),-923.6125377903976
 Nguyen-5'_27_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0b58e0>>
 Nguyen-5'_27_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0cd790>>
 Nguyen-5'_27_30,x**2 + sin(x),tensor(0.0710),-170.01536888271517
 Nguyen-5'_27_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc038e50>>
 Nguyen-5'_27_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc038610>>
 Nguyen-5'_27_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc038490>>
 Nguyen-5'_27_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c102b80>>
 Nguyen-5'_27_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c102fa0>>
 Nguyen-5'_27_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c102160>>
 Nguyen-5'_27_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5a780fd580>>
 Nguyen-5'_27_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5a780fdc10>>
 Nguyen-5'_27_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5a780fd1f0>>
 Nguyen-5'_27_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5a780fd520>>
 Nguyen-5'_27_41,x*sin(2*x),tensor(0.0694),-179.03979293920142
 Nguyen-5'_27_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab40cfdc0>>
 Nguyen-5'_27_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab40cf4c0>>
 Nguyen-5'_27_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab40cf370>>
 Nguyen-5'_27_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab40cffd0>>
 Nguyen-5'_27_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab40cf640>>
 Nguyen-5'_27_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab40cf790>>
 Nguyen-5'_27_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab40a0b20>>
 Nguyen-5'_27_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab40a04c0>>
 Nguyen-5'_27_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab40a0fa0>>
 Nguyen-5'_27_51,exp(2*x)/2,tensor(0.0557),-286.11120460694235
 Nguyen-5'_27_52,2*x*log(x),tensor(0.),0
 Nguyen-5'_27_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0f7a30>>
 Nguyen-5'_27_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1aa610>>
 Nguyen-5'_27_55,x**3*exp(x) + x,tensor(0.0683),-184.95106833181006
 Nguyen-5'_27_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c16fee0>>
 Nguyen-5'_27_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0c0100>>
 Nguyen-5'_27_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1a6d90>>
 Nguyen-5'_27_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c3623a0>>
 Nguyen-5'_27_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc08eee0>>
 Nguyen-5'_27_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c38f130>>
 Nguyen-5'_27_62,x**3*atanh(x),tensor(0.0716),-167.04576448938582
 Nguyen-5'_27_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1dac40>>
 Nguyen-5'_27_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c10fc10>>
 Nguyen-5'_27_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1ba0a0>>
 Nguyen-5'_27_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc165bb0>>
 Nguyen-5'_27_67,-cos(6*x)/6,tensor(0.0848),-115.52047797444811
 Nguyen-5'_27_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c09c6a0>>
 Nguyen-5'_27_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c176f40>>
 Nguyen-5'_27_70,x + cos(x + 2),tensor(0.1039),-73.37534756257351
 Nguyen-5'_27_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc16d550>>
 Nguyen-5'_27_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c3ab610>>
 Nguyen-5'_27_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c3ab4f0>>
 Nguyen-5'_27_74,x**2*sin(1),tensor(0.0743),-154.03674584952043
 Nguyen-5'_27_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc02dd90>>
 Nguyen-5'_27_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1eddc0>>
 Nguyen-5'_27_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5a780fdfa0>>
 Nguyen-5'_27_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5a780fd490>>
 Nguyen-5'_27_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c39fee0>>
 Nguyen-5'_27_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c39fd00>>
 Nguyen-5'_27_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c39fa90>>
 Nguyen-5'_27_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c39fbb0>>
 Nguyen-5'_27_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c39f850>>
 Nguyen-5'_27_84,x + tanh(1),tensor(0.0601),-243.2719346233106
 Nguyen-5'_27_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc083b20>>
 Nguyen-5'_27_86,x + exp(-x),tensor(0.0531),-317.5177592425576
 Nguyen-5'_27_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c1188b0>>
 Nguyen-5'_27_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc143700>>
 Nguyen-5'_27_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc143b20>>
 Nguyen-5'_27_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c29c970>>
 Nguyen-5'_27_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c29c1f0>>
 Nguyen-5'_27_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c29cac0>>
 Nguyen-5'_27_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c130d60>>
 Nguyen-5'_27_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c130f70>>
 Nguyen-5'_27_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c130400>>
 Nguyen-5'_27_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c1309a0>>
 Nguyen-5'_27_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c130460>>
 Nguyen-5'_27_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c130550>>
 Nguyen-5'_27_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0cdb20>>
 Nguyen-5'_27_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0cd640>>
 Nguyen-5'_27_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0cd5b0>>
 Nguyen-5'_27_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0cdd60>>
 Nguyen-5'_27_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0cd190>>
 Nguyen-5'_27_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0cd220>>
 Nguyen-5'_27_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0cd880>>
 Nguyen-5'_27_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0cd310>>
 Nguyen-5'_27_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0cdf10>>
 Nguyen-5'_27_108,x*log(x) - 2*x,tensor(0.),0
 Nguyen-5'_27_109,x/sin(4),tensor(0.0779),-139.27876201280517
 Nguyen-5'_27_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa012be80>>
 Nguyen-5'_27_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa012b100>>
 Nguyen-5'_27_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c09c850>>
 Nguyen-5'_27_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c09c970>>
 Nguyen-5'_27_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0f7670>>
 Nguyen-5'_27_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0f7cd0>>
 Nguyen-5'_27_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0f7850>>
 Nguyen-5'_27_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0f7be0>>
 Nguyen-5'_27_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0f7ca0>>
 Nguyen-5'_27_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0f7370>>
 Nguyen-5'_27_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0f77c0>>
 Nguyen-5'_27_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0f7430>>
 Nguyen-5'_27_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0f7e20>>
 Nguyen-5'_27_123,sin(x)*acos(x),tensor(0.0891),-103.62860291401013
 Nguyen-5'_27_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c148ac0>>
 Nguyen-5'_27_125,exp(x + 2),tensor(0.0143),-4750.326916497093
 Nguyen-5'_27_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c102c10>>
 Nguyen-5'_27_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0c4fa0>>
 Nguyen-5'_28_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c16f8b0>>
 Nguyen-5'_28_1,2*x**2*Abs(x),tensor(0.0665),-196.18452604338717
 Nguyen-5'_28_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1a89d0>>
 Nguyen-5'_28_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1a8910>>
 Nguyen-5'_28_4,x/acos(x + 3),tensor(0.),0
 Nguyen-5'_28_5,2*x**6,tensor(0.0732),-159.12806781123646
 Nguyen-5'_28_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c166cd0>>
 Nguyen-5'_28_7,sinh(x + 4),tensor(0.0043),-52475.0865285321
 Nguyen-5'_28_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc13aca0>>
 Nguyen-5'_28_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0b4130>>
 Nguyen-5'_28_10,3*x**3*(x + 1),tensor(0.0580),-263.0012385534209
 Nguyen-5'_28_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c3382e0>>
 Nguyen-5'_28_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1eefa0>>
 Nguyen-5'_28_13,x**2/(x**2 + x),tensor(0.0206),-2253.958858823046
 Nguyen-5'_28_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0e7760>>
 Nguyen-5'_28_15,-x - 2*cos(x),tensor(0.2131),-12.632961193625237
 Nguyen-5'_28_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c2c3a00>>
 Nguyen-5'_28_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c29c190>>
 Nguyen-5'_28_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c29c7c0>>
 Nguyen-5'_28_19,x*(x + 4),tensor(0.0507),-349.4463722812909
 Nguyen-5'_28_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5a780fd700>>
 Nguyen-5'_28_21,-2*log(cos(x)),tensor(0.0710),-170.10614206361456
 Nguyen-5'_28_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c2f4d30>>
 Nguyen-5'_28_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc038e20>>
 Nguyen-5'_28_24,(x + 1)*acos(x),tensor(0.0524),-326.1038447344736
 Nguyen-5'_28_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0cda30>>
 Nguyen-5'_28_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1daee0>>
 Nguyen-5'_28_27,2*x*exp(4),tensor(0.0026),-148505.3450391252
 Nguyen-5'_28_28,x*exp(-1),tensor(0.0848),-115.35206386615786
 Nguyen-5'_28_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c156d00>>
 Nguyen-5'_28_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c1569d0>>
 Nguyen-5'_28_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c1373d0>>
 Nguyen-5'_28_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c1377f0>>
 Nguyen-5'_28_33,exp(x + 2),tensor(0.0143),-4750.326916497093
 Nguyen-5'_28_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0748b0>>
 Nguyen-5'_28_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c074f40>>
 Nguyen-5'_28_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c074190>>
 Nguyen-5'_28_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c130e80>>
 Nguyen-5'_28_38,x**2*(x + sin(x)),tensor(0.0802),-130.62370787680734
 Nguyen-5'_28_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c26ccd0>>
 Nguyen-5'_28_40,log(x)**2*sin(5),tensor(0.),0
 Nguyen-5'_28_41,(-4*x**2 + x)/x**2,tensor(0.0063),-25171.65783612045
 Nguyen-5'_28_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc051070>>
 Nguyen-5'_28_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1e7d90>>
 Nguyen-5'_28_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0e5fa0>>
 Nguyen-5'_28_45,tan(x) + atan(x),tensor(0.0717),-166.85219670466296
 Nguyen-5'_28_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0b4e80>>
 Nguyen-5'_28_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc13a8b0>>
 Nguyen-5'_28_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc03caf0>>
 Nguyen-5'_28_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c338490>>
 Nguyen-5'_28_50,5*x**3,tensor(0.0604),-240.95541837993278
 Nguyen-5'_28_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc114a30>>
 Nguyen-5'_28_52,3*x**2/2 - 4*x,tensor(0.0472),-406.33066574714115
 Nguyen-5'_28_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc17a760>>
 Nguyen-5'_28_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0bebe0>>
 Nguyen-5'_28_55,acos(x + 2),tensor(0.),0
 Nguyen-5'_28_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c148c10>>
 Nguyen-5'_28_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab40cff40>>
 Nguyen-5'_28_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab40cf430>>
 Nguyen-5'_28_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1567c0>>
 Nguyen-5'_28_60,x + (2 - x)/x,tensor(0.0031),-100526.92933899481
 Nguyen-5'_28_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc10a130>>
 Nguyen-5'_28_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc05c6a0>>
 Nguyen-5'_28_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc199d30>>
 Nguyen-5'_28_64,x**3*sinh(3),tensor(0.0381),-636.5140374810136
 Nguyen-5'_28_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c1372b0>>
 Nguyen-5'_28_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1b0970>>
 Nguyen-5'_28_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1dae80>>
 Nguyen-5'_28_68,-4*cosh(x),tensor(0.0514),-339.66132242856725
 Nguyen-5'_28_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0bc2b0>>
 Nguyen-5'_28_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0e7f40>>
 Nguyen-5'_28_71,x + exp(2*x),tensor(0.0375),-659.0838260290463
 Nguyen-5'_28_72,x*(2 - x),tensor(0.0808),-128.47245415545032
 Nguyen-5'_28_73,x**2*atanh(x),tensor(0.0806),-129.2912937771495
 Nguyen-5'_28_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0385b0>>
 Nguyen-5'_28_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1a89a0>>
 Nguyen-5'_28_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab40a0520>>
 Nguyen-5'_28_77,cosh(x + 3),tensor(0.0109),-8165.913036929614
 Nguyen-5'_28_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab40a0640>>
 Nguyen-5'_28_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa0101160>>
 Nguyen-5'_28_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa0101670>>
 Nguyen-5'_28_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa0101e50>>
 Nguyen-5'_28_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa0101f40>>
 Nguyen-5'_28_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa0101cd0>>
 Nguyen-5'_28_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa0101d60>>
 Nguyen-5'_28_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab4038130>>
