Sigmoid Function_0_0,-x*cos(x) + sin(x),tensor(0.2196),-11.628650630808414
Sigmoid Function_39_13,x**2 + 55,tensor(0.0026),-151238.926985933
Sigmoid Function_39_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58043a30>>
Sigmoid Function_39_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640aaa60>>
Sigmoid Function_39_16,x**2/cos(2)**2,tensor(0.0571),-272.0140703458282
Sigmoid Function_39_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f84072d00>>
Sigmoid Function_39_18,sqrt(x) + 2*x**2 + x,tensor(0.),0
Sigmoid Function_39_19,-x**2 + 3*x,tensor(0.0667),-195.0179964811566
Sigmoid Function_39_20,2/x,tensor(0.0048),-43088.98010422496
Sigmoid Function_39_21,x*log(x**(4/3)),tensor(0.),0
Sigmoid Function_39_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26363520>>
Sigmoid Function_39_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26363070>>
Sigmoid Function_39_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f585f1850>>
Sigmoid Function_39_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f585f18e0>>
Sigmoid Function_39_26,x/4,tensor(0.2198),-11.600547794057466
Sigmoid Function_39_27,x + exp(sqrt(x)),tensor(0.),0
Sigmoid Function_39_28,x*cos(x + 1),tensor(0.1477),-32.27232526396509
Sigmoid Function_39_29,2*x**3 + x,tensor(0.0943),-91.25395702289924
Sigmoid Function_39_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26340b20>>
Sigmoid Function_39_31,x*exp(x) - x,tensor(0.2794),-5.653083876205385
Sigmoid Function_39_32,x**3 + x**2/2,tensor(0.2381),-9.237308541909385
Sigmoid Function_39_33,atanh(x)**2,tensor(0.1069),-68.75523877698247
Sigmoid Function_39_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe403b940>>
Sigmoid Function_39_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f840722e0>>
Sigmoid Function_39_36,cos(x - 2),tensor(0.1299),-43.89578777876976
Sigmoid Function_39_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f641705e0>>
Sigmoid Function_39_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640aa430>>
Sigmoid Function_39_39,4*acos(x),tensor(0.0205),-2288.1412113600536
Sigmoid Function_39_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f641265b0>>
Sigmoid Function_39_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e125dc0>>
Sigmoid Function_39_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26363040>>
Sigmoid Function_39_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e1e8160>>
Sigmoid Function_39_44,x**2*(x + 1),tensor(0.2559),-7.455699608381108
Sigmoid Function_39_45,x*tan(2),tensor(0.0871),-108.73876946650999
Sigmoid Function_39_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41f49a0>>
Sigmoid Function_39_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f840b8be0>>
Sigmoid Function_39_48,atan(3*x),tensor(0.1244),-48.54345357980346
Sigmoid Function_39_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5813efd0>>
Sigmoid Function_39_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f262c0b20>>
Sigmoid Function_39_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f262c0af0>>
Sigmoid Function_39_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f262c0760>>
Sigmoid Function_39_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58147460>>
Sigmoid Function_39_54,exp(x/4),tensor(0.2166),-12.084505800068309
Sigmoid Function_39_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f582ddb80>>
Sigmoid Function_39_56,x**2 + x + tan(x),tensor(0.1016),-77.15808059777632
Sigmoid Function_39_57,sqrt(x) + sin(x),tensor(0.),0
Sigmoid Function_39_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4099670>>
Sigmoid Function_39_59,sin(x)/32,tensor(0.2190),-11.717157272374484
Sigmoid Function_39_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266be880>>
Sigmoid Function_39_61,x**4/4 + x,tensor(0.1747),-21.312483549280202
Sigmoid Function_39_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58207730>>
Sigmoid Function_39_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58275040>>
Sigmoid Function_39_64,log(x + 5),tensor(0.1133),-60.29342751566501
Sigmoid Function_39_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f84109a60>>
Sigmoid Function_39_66,cosh(x),tensor(0.1610),-26.14315767995869
Sigmoid Function_39_67,12*x**3,tensor(0.0297),-1067.751389176451
Sigmoid Function_39_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e0bc6d0>>
Sigmoid Function_39_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e0bc3d0>>
Sigmoid Function_39_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e0bc0a0>>
Sigmoid Function_39_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e0bc550>>
Sigmoid Function_39_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e0bcf10>>
Sigmoid Function_39_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e0bcf40>>
Sigmoid Function_39_74,2*x*(x + 1),tensor(0.1094),-65.25836556301932
Sigmoid Function_39_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2676d730>>
Sigmoid Function_39_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41d4700>>
Sigmoid Function_39_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa404fa60>>
Sigmoid Function_39_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26015040>>
Sigmoid Function_39_79,x**3*cos(x),tensor(0.2110),-12.974994216762944
Sigmoid Function_39_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58275ee0>>
Sigmoid Function_39_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f582755e0>>
Sigmoid Function_39_82,x + sinh(x),tensor(0.1005),-79.13857242157744
Sigmoid Function_39_83,3*x + cos(x),tensor(0.0782),-138.05209948913117
Sigmoid Function_39_84,3*x**2 + x,tensor(0.1151),-58.130892660107094
Sigmoid Function_39_85,exp(x) + sin(x),tensor(0.1057),-70.51184166605876
Sigmoid Function_39_86,2*sinh(x),tensor(0.0965),-86.69474269919611
Sigmoid Function_39_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640a3e80>>
Sigmoid Function_39_88,x**2 + 5*log(x),tensor(0.),0
Sigmoid Function_39_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581dff10>>
Sigmoid Function_39_90,(x + 3)*exp(x),tensor(0.0330),-859.4043401500835
Sigmoid Function_39_91,-x + sin(x),tensor(0.2136),-12.547744250470213
Sigmoid Function_39_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f267919a0>>
Sigmoid Function_39_93,4*x**2 + x,tensor(0.0859),-112.32753501921644
Sigmoid Function_39_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa418e7f0>>
Sigmoid Function_39_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640ab370>>
Sigmoid Function_39_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f585b8dc0>>
Sigmoid Function_39_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f585b8e50>>
Sigmoid Function_39_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f585b82e0>>
Sigmoid Function_39_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f585b86a0>>
Sigmoid Function_39_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58043a00>>
Sigmoid Function_39_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580432b0>>
Sigmoid Function_39_102,-3/(2*x**2),tensor(7.4315e-05),-181042933.39665523
Sigmoid Function_39_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58043520>>
Sigmoid Function_39_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58267310>>
Sigmoid Function_39_105,x*(x**3 + x),tensor(0.1922),-16.667079567255417
Sigmoid Function_39_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f841dc340>>
Sigmoid Function_39_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f841dc5e0>>
Sigmoid Function_39_108,sqrt(x) - x,tensor(0.),0
Sigmoid Function_39_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc411a130>>
Sigmoid Function_39_110,tan(x) + acos(x),tensor(0.1155),-57.67705362437452
Sigmoid Function_39_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc411a340>>
Sigmoid Function_39_112,3*x*sin(x) + x,tensor(0.1300),-43.766744091659376
Sigmoid Function_39_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f06235b20>>
Sigmoid Function_39_114,x**2 + cos(x),tensor(0.1611),-26.10351014684939
Sigmoid Function_39_115,9*x*cos(x),tensor(0.0356),-732.9943465716489
Sigmoid Function_39_116,-x**5,tensor(0.1839),-18.689170438846116
Sigmoid Function_39_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58070160>>
Sigmoid Function_39_118,x**2*atanh(x),tensor(0.1532),-29.54653033837707
Sigmoid Function_39_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4074af0>>
Sigmoid Function_39_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58192520>>
Sigmoid Function_39_121,x**2*acos(x),tensor(0.1467),-32.80828145774456
Sigmoid Function_39_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f840b8e20>>
Sigmoid Function_39_123,2,tensor(0.),0
Sigmoid Function_39_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640a34c0>>
Sigmoid Function_39_125,x*(x + E),tensor(0.0862),-111.39710429487894
Sigmoid Function_39_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4147340>>
Sigmoid Function_39_127,x**2*log(2),tensor(0.2843),-5.335805017725471
Sigmoid Function_40_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40eac40>>
Sigmoid Function_40_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5854c400>>
Sigmoid Function_40_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f265cbf10>>
Sigmoid Function_40_3,-log(cos(x)) + atan(x),tensor(0.2149),-12.352391050728714
Sigmoid Function_40_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581777c0>>
Sigmoid Function_40_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58590280>>
Sigmoid Function_40_6,x*cos(3),tensor(0.1433),-34.71272805183936
Sigmoid Function_40_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f585f1490>>
Sigmoid Function_40_8,x**(4/3),tensor(0.),0
Sigmoid Function_40_9,(x - 2)*exp(x),tensor(0.0533),-314.5499006773119
Sigmoid Function_40_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f582dd550>>
Sigmoid Function_40_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f8415e4f0>>
Sigmoid Function_40_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581b7be0>>
Sigmoid Function_40_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f6404b430>>
Sigmoid Function_40_14,cos(3*x)/9,tensor(0.2166),-12.080348292164576
Sigmoid Function_40_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f840b8a90>>
Sigmoid Function_40_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4099e20>>
Sigmoid Function_40_17,(x + 2)*acosh(x),tensor(0.),0
Sigmoid Function_40_18,-x**4 + x**2 + x,tensor(0.1885),-17.542893406317113
Sigmoid Function_40_19,-x**2,tensor(0.1359),-39.41752342501496
Sigmoid Function_40_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41db190>>
Sigmoid Function_40_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f841097f0>>
Sigmoid Function_40_22,x**2,tensor(0.2781),-5.737157886694433
Sigmoid Function_40_23,(x + 1)*cos(x),tensor(0.2382),-9.231659911889627
Sigmoid Function_40_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26315100>>
Sigmoid Function_40_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe40d20a0>>
Sigmoid Function_40_26,log(x**3/3),tensor(0.),0
Sigmoid Function_40_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f841dcf10>>
Sigmoid Function_40_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f841dcb20>>
Sigmoid Function_40_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f262c0880>>
Sigmoid Function_40_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f262c03a0>>
Sigmoid Function_40_31,x/sin(x),tensor(0.1908),-16.993409376264616
Sigmoid Function_40_32,asinh(x),tensor(0.1728),-21.909580329966897
Sigmoid Function_40_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe40409a0>>
Sigmoid Function_40_34,6*x*(x**2 + x),tensor(0.0449),-450.6203547602192
Sigmoid Function_40_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5839e5b0>>
Sigmoid Function_40_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5839e340>>
Sigmoid Function_40_37,E*x**3,tensor(0.1138),-59.58727839389404
Sigmoid Function_40_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41b79a0>>
Sigmoid Function_40_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f262c03d0>>
Sigmoid Function_40_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41f4cd0>>
Sigmoid Function_40_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41f4fd0>>
Sigmoid Function_40_42,2*log(4*x),tensor(0.),0
Sigmoid Function_40_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f841091c0>>
Sigmoid Function_40_44,3*x**2/2,tensor(0.2261),-10.715302322827094
Sigmoid Function_40_45,x - 2,tensor(0.0518),-334.7191903387745
Sigmoid Function_40_46,4*x + cos(x),tensor(0.0590),-252.9529706393565
Sigmoid Function_40_47,x**6/15,tensor(0.2212),-11.402192911354705
Sigmoid Function_40_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f585f18b0>>
Sigmoid Function_40_49,sin(x) + acos(x),tensor(0.1096),-64.9826541743519
Sigmoid Function_40_50,x + acosh(x + 4),tensor(0.0806),-129.02621048874047
Sigmoid Function_40_51,x + tan(3*x),tensor(0.0083),-14345.073100248565
Sigmoid Function_40_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2653f4c0>>
Sigmoid Function_40_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2653f3a0>>
Sigmoid Function_40_54,x*(x + log(x)) + x,tensor(0.),0
Sigmoid Function_40_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58320a30>>
Sigmoid Function_40_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640aa370>>
Sigmoid Function_40_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40d0be0>>
Sigmoid Function_40_58,x + 12,tensor(0.0122),-6600.362500415421
Sigmoid Function_40_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40dbe50>>
Sigmoid Function_40_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f585906d0>>
Sigmoid Function_40_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581f9730>>
Sigmoid Function_40_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26753340>>
Sigmoid Function_40_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2605be50>>
Sigmoid Function_40_64,-log(x)/(2*x),tensor(0.),0
Sigmoid Function_40_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4147040>>
Sigmoid Function_40_66,5*x**7/7,tensor(0.2152),-12.305857348811235
Sigmoid Function_40_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f265cbca0>>
Sigmoid Function_40_68,-4*log(x - 1),tensor(0.),0
Sigmoid Function_40_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26340730>>
Sigmoid Function_40_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e0bc100>>
