Exponential Decay with Sine_0_0,x + tan(x),tensor(0.7070),0.8281807797665881
Exponential Decay with Sine_40_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f80a8340>>
Exponential Decay with Sine_40_21,x,tensor(0.5735),0.44677196358720206
Exponential Decay with Sine_40_22,-1,tensor(0.),0
Exponential Decay with Sine_40_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6928140190>>
Exponential Decay with Sine_40_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69980ad400>>
Exponential Decay with Sine_40_25,2*log(3*x),tensor(0.),0
Exponential Decay with Sine_40_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981c3550>>
Exponential Decay with Sine_40_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f695814a3d0>>
Exponential Decay with Sine_40_28,4*x + sin(x),tensor(0.7325),0.8665762793633364
Exponential Decay with Sine_40_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69280c0040>>
Exponential Decay with Sine_40_30,2*x**3*sin(x),tensor(0.4776),-0.1960652316742162
Exponential Decay with Sine_40_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6930135a60>>
Exponential Decay with Sine_40_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6930135be0>>
Exponential Decay with Sine_40_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f692817c040>>
Exponential Decay with Sine_40_34,x + cos(x) + 2,tensor(0.3807),-1.646223943299117
Exponential Decay with Sine_40_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e016cdc0>>
Exponential Decay with Sine_40_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581a09a0>>
Exponential Decay with Sine_40_37,x + atan(x),tensor(0.6587),0.7314906971482025
Exponential Decay with Sine_40_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f695814a610>>
Exponential Decay with Sine_40_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581a0850>>
Exponential Decay with Sine_40_40,x**2 + x*cos(4),tensor(0.4464),-0.5382895097089853
Exponential Decay with Sine_40_41,8*x**2,tensor(0.3197),-3.529035182936714
Exponential Decay with Sine_40_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998150b80>>
Exponential Decay with Sine_40_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69900f05b0>>
Exponential Decay with Sine_40_44,x + sinh(x),tensor(0.6868),0.7920321330397055
Exponential Decay with Sine_40_45,5*x*atan(x),tensor(0.4059),-1.1419558922929665
Exponential Decay with Sine_40_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699011a490>>
Exponential Decay with Sine_40_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69301ec700>>
Exponential Decay with Sine_40_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69301ecb50>>
Exponential Decay with Sine_40_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69281c0dc0>>
Exponential Decay with Sine_40_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69281c04f0>>
Exponential Decay with Sine_40_51,x**2/2,tensor(0.4910),-0.07425077434155858
Exponential Decay with Sine_40_52,5*x**3,tensor(0.6910),0.7999819327951669
Exponential Decay with Sine_40_53,x*(x + sinh(x)),tensor(0.4583),-0.3972954134482194
Exponential Decay with Sine_40_54,x + 3,tensor(0.3707),-1.8829595562006665
Exponential Decay with Sine_40_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958099610>>
Exponential Decay with Sine_40_56,sin(x - 5),tensor(0.4854),-0.12381317302254402
Exponential Decay with Sine_40_57,sin(2*x),tensor(0.6010),0.5591672551079832
Exponential Decay with Sine_40_58,x + cos(2*x),tensor(0.5544),0.35405319568602933
Exponential Decay with Sine_40_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699817e340>>
Exponential Decay with Sine_40_60,x*(x + cos(x)) + x,tensor(0.6053),0.5749609267569826
Exponential Decay with Sine_40_61,x*atanh(x) + x,tensor(0.5280),0.2010084077128078
Exponential Decay with Sine_40_62,x*tanh(x**2),tensor(0.5330),0.2322692415903057
Exponential Decay with Sine_40_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69300fb0d0>>
Exponential Decay with Sine_40_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69281f5220>>
Exponential Decay with Sine_40_65,x**2 + x + sin(x),tensor(0.6208),0.6270455800102263
Exponential Decay with Sine_40_66,3*x + sin(x),tensor(0.8591),0.973098313917131
Exponential Decay with Sine_40_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f81d8d30>>
Exponential Decay with Sine_40_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc15e2b0>>
Exponential Decay with Sine_40_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc15ef70>>
Exponential Decay with Sine_40_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69982da130>>
Exponential Decay with Sine_40_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69982dab80>>
Exponential Decay with Sine_40_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69982daa00>>
Exponential Decay with Sine_40_73,-x - log(cos(x)),tensor(0.4338),-0.7029933808809659
Exponential Decay with Sine_40_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69281b6b20>>
Exponential Decay with Sine_40_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69982203a0>>
Exponential Decay with Sine_40_76,2*x + sin(x),tensor(0.7935),0.9322440631724661
Exponential Decay with Sine_40_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998131a00>>
Exponential Decay with Sine_40_78,x/(x + 2),tensor(0.5431),0.2923073126700956
Exponential Decay with Sine_40_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0017c70>>
Exponential Decay with Sine_40_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0017070>>
Exponential Decay with Sine_40_81,exp(x - 3),tensor(0.4997),-0.00209485484427141
Exponential Decay with Sine_40_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69982dadc0>>
Exponential Decay with Sine_40_83,5*x + sin(x),tensor(0.6164),0.6126779595110821
Exponential Decay with Sine_40_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc15f670>>
Exponential Decay with Sine_40_85,x + tan(1),tensor(0.4694),-0.2777659971957598
Exponential Decay with Sine_40_86,5*sin(x),tensor(0.7860),0.9258771200842005
Exponential Decay with Sine_40_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998142400>>
Exponential Decay with Sine_40_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc076e50>>
Exponential Decay with Sine_40_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2f43eb0>>
Exponential Decay with Sine_40_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b283b790>>
Exponential Decay with Sine_40_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981fbd60>>
Exponential Decay with Sine_40_92,3*x/2,tensor(0.6205),0.6258406686636684
Exponential Decay with Sine_40_93,sinh(x + 2),tensor(0.3190),-3.5563838495164726
Exponential Decay with Sine_40_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc73d3a0>>
Exponential Decay with Sine_40_95,x*(x + 5),tensor(0.6654),0.7471104072342414
Exponential Decay with Sine_40_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699817e280>>
Exponential Decay with Sine_40_97,cos(x + 1),tensor(0.4432),-0.5783770721918815
Exponential Decay with Sine_40_98,-x + sin(x),tensor(0.4910),-0.07457640085228623
Exponential Decay with Sine_40_99,5*x**2,tensor(0.3852),-1.5464866866464368
Exponential Decay with Sine_40_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69580b1040>>
Exponential Decay with Sine_40_101,2*x*sin(x),tensor(0.4665),-0.30839752658915454
Exponential Decay with Sine_40_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981354f0>>
Exponential Decay with Sine_40_103,x**5/5,tensor(0.5029),0.022694160016839104
Exponential Decay with Sine_40_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958099880>>
Exponential Decay with Sine_40_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0156c10>>
Exponential Decay with Sine_40_106,2*x*atanh(x),tensor(0.4286),-0.7772690127048476
Exponential Decay with Sine_40_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69982956a0>>
Exponential Decay with Sine_40_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998295400>>
Exponential Decay with Sine_40_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc15ed60>>
Exponential Decay with Sine_40_110,0,tensor(0.),0
Exponential Decay with Sine_40_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e01c3a90>>
Exponential Decay with Sine_40_112,-2*x + sin(x),tensor(0.4337),-0.7049357927907896
Exponential Decay with Sine_40_113,log(x + 2),tensor(0.5093),0.07183893137342534
Exponential Decay with Sine_40_114,x**3*cos(1),tensor(0.5193),0.14303865946960181
Exponential Decay with Sine_40_115,x*sin(3) + x,tensor(0.5860),0.501044264637319
Exponential Decay with Sine_40_116,-4*x + sin(x),tensor(0.3514),-2.407783432563175
Exponential Decay with Sine_40_117,x/(x + 5),tensor(0.5117),0.0894039920885451
Exponential Decay with Sine_40_118,x + tanh(x),tensor(0.6573),0.7281516712140732
Exponential Decay with Sine_40_119,x*(x + 1),tensor(0.5490),0.325094956851831
Exponential Decay with Sine_40_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581f54c0>>
Exponential Decay with Sine_40_121,sin(x + 4),tensor(0.4598),-0.38011598083784404
Exponential Decay with Sine_40_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e016c3a0>>
Exponential Decay with Sine_40_123,3*x,tensor(0.8059),0.9419823559453775
Exponential Decay with Sine_40_124,exp(2*x + 5),tensor(0.0056),-31540.110438984855
Exponential Decay with Sine_40_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699815a790>>
Exponential Decay with Sine_40_126,x + sin(x),tensor(0.6640),0.7440135271293415
Exponential Decay with Sine_40_127,x**2 + sin(x),tensor(0.5420),0.2861638069536676
Exponential Decay with Sine_41_0,x + 8/x,tensor(0.0102),-9473.156779499646
Exponential Decay with Sine_41_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69982491f0>>
Exponential Decay with Sine_41_2,x**3 + sin(x),tensor(0.6187),0.6203013864172147
Exponential Decay with Sine_41_3,-2*tanh(x),tensor(0.4056),-1.1482614376427827
Exponential Decay with Sine_41_4,x/(x + 2),tensor(0.5431),0.2923073126700956
Exponential Decay with Sine_41_5,asinh(x)/x,tensor(0.4630),-0.34547105134274636
Exponential Decay with Sine_41_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981afc40>>
Exponential Decay with Sine_41_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6990174400>>
Exponential Decay with Sine_41_8,sinh(x)/2,tensor(0.5367),0.2546046099545606
Exponential Decay with Sine_41_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69301355b0>>
Exponential Decay with Sine_41_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998295940>>
Exponential Decay with Sine_41_11,x*(x + tan(3)),tensor(0.4743),-0.2284100773481963
Exponential Decay with Sine_41_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc1e0f10>>
Exponential Decay with Sine_41_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581f5550>>
Exponential Decay with Sine_41_14,2*x + asin(x),tensor(0.8238),0.9542652230986778
Exponential Decay with Sine_41_15,x**2 + sin(x),tensor(0.5420),0.2861638069536676
Exponential Decay with Sine_41_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69900d0f40>>
Exponential Decay with Sine_41_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69280b45e0>>
Exponential Decay with Sine_41_18,x,tensor(0.5735),0.44677196358720206
Exponential Decay with Sine_41_19,x + tan(x*tan(x)),tensor(0.3847),-1.5573616861130972
Exponential Decay with Sine_41_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc0a2880>>
Exponential Decay with Sine_41_21,x**2 + x + cos(x),tensor(0.4965),-0.028668987402988177
Exponential Decay with Sine_41_22,x,tensor(0.5735),0.44677196358720206
Exponential Decay with Sine_41_23,2*x - 1,tensor(0.6362),0.6729051415888903
Exponential Decay with Sine_41_24,x,tensor(0.5735),0.44677196358720206
Exponential Decay with Sine_41_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e002c2b0>>
Exponential Decay with Sine_41_26,3*x + cos(x),tensor(0.6482),0.705504493012187
Exponential Decay with Sine_41_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981358b0>>
Exponential Decay with Sine_41_28,x*tan(5),tensor(0.3421),-2.6974456073179667
Exponential Decay with Sine_41_29,x**3 + x,tensor(0.6278),0.6485329994718139
Exponential Decay with Sine_41_30,x**3 + 5,tensor(0.2774),-5.78803756081549
Exponential Decay with Sine_41_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2f9e9d0>>
Exponential Decay with Sine_41_32,x*(cos(x) + 3),tensor(0.8691),0.9773268383713273
Exponential Decay with Sine_41_33,sin(x),tensor(0.5652),0.4084067057877575
Exponential Decay with Sine_41_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0090d90>>
Exponential Decay with Sine_41_35,x + exp(x),tensor(0.5496),0.32866384824657346
Exponential Decay with Sine_41_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc1036d0>>
Exponential Decay with Sine_41_37,zoo,tensor(0.),0
Exponential Decay with Sine_41_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981dff70>>
Exponential Decay with Sine_41_39,atanh(x) + 1/(2*y),tensor(0.),0
Exponential Decay with Sine_41_40,2*x + exp(x),tensor(0.5854),0.49841393912186527
Exponential Decay with Sine_41_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2c4d5e0>>
Exponential Decay with Sine_41_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f695808fa60>>
Exponential Decay with Sine_41_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f695808fd00>>
Exponential Decay with Sine_41_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f695808f370>>
Exponential Decay with Sine_41_45,x + tanh(x),tensor(0.6573),0.7281516712140732
Exponential Decay with Sine_41_46,5*x**2*sin(x),tensor(0.6909),0.7998447832155289
Exponential Decay with Sine_41_47,2*x**2 + x,tensor(0.5152),0.11443502673094652
Exponential Decay with Sine_41_48,sqrt(x) + cos(x + 1),tensor(0.),0
Exponential Decay with Sine_41_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b29be850>>
Exponential Decay with Sine_41_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699812d130>>
Exponential Decay with Sine_41_51,x - atanh(x),tensor(0.4671),-0.301188026634545
Exponential Decay with Sine_41_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998206d90>>
Exponential Decay with Sine_41_53,x**2 + x + sin(x),tensor(0.6208),0.6270455800102263
Exponential Decay with Sine_41_54,x + sin(x),tensor(0.6640),0.7440135271293415
Exponential Decay with Sine_41_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2c4db80>>
Exponential Decay with Sine_41_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998393100>>
