Quadratic Equation_0_0,3*exp(x)/x,tensor(0.0628),-221.73495425048935
Quadratic Equation_163_21,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_22,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69725700>>
Quadratic Equation_163_24,5*acos(x),tensor(0.6411),0.6867024535059959
Quadratic Equation_163_25,cos(x) + 2,tensor(0.3812),-1.6361985978042233
Quadratic Equation_163_26,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_27,x + sin(x),tensor(0.2750),-5.951419346611682
Quadratic Equation_163_28,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_29,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_30,x + cos(x),tensor(0.3032),-4.28007129327045
Quadratic Equation_163_31,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_32,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e760b9340>>
Quadratic Equation_163_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6deb9be0>>
Quadratic Equation_163_35,x**4,tensor(0.2978),-4.562515121733643
Quadratic Equation_163_36,5*cos(x),tensor(0.4247),-0.8344983424853152
Quadratic Equation_163_37,4*x + 4,tensor(0.3302),-3.113296518672649
Quadratic Equation_163_38,acos(x) + 4,tensor(0.5433),0.29334212022362716
Quadratic Equation_163_39,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_40,4*cos(x),tensor(0.3957),-1.3324371075226304
Quadratic Equation_163_41,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_42,tan(2)/x,tensor(0.0858),-112.66756596176003
Quadratic Equation_163_43,1,tensor(0.),0
Quadratic Equation_163_44,cos(x)**4,tensor(0.3055),-4.1660495266468
Quadratic Equation_163_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e697bde80>>
Quadratic Equation_163_46,2*x + cos(3),tensor(0.2542),-7.605926567705193
Quadratic Equation_163_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69ae1d30>>
Quadratic Equation_163_48,x + exp(acos(x)),tensor(0.6812),0.7810523809736374
Quadratic Equation_163_49,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_50,3*x**2 + x,tensor(0.3108),-3.9183720277871616
Quadratic Equation_163_51,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c0c3190>>
Quadratic Equation_163_53,x/sin(x),tensor(0.3216),-3.44958741337898
Quadratic Equation_163_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c074640>>
Quadratic Equation_163_55,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_56,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_57,x**2 + x + 1,tensor(0.3186),-3.5732103795546246
Quadratic Equation_163_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e697bd040>>
Quadratic Equation_163_59,x - sin(x),tensor(0.2908),-4.94526429735039
Quadratic Equation_163_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e764feca0>>
Quadratic Equation_163_61,x + cos(x) + 4,tensor(0.4241),-0.844718503050381
Quadratic Equation_163_62,x*(2*x + 5),tensor(0.2593),-7.159543816882891
Quadratic Equation_163_63,4*sin(x),tensor(0.2595),-7.138815447198214
Quadratic Equation_163_64,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_65,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_66,x + 10,tensor(0.3815),-1.627323043652523
Quadratic Equation_163_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6db3c7f0>>
Quadratic Equation_163_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69bf8670>>
Quadratic Equation_163_69,4*x + 5,tensor(0.3456),-2.584124501171247
Quadratic Equation_163_70,x + 6,tensor(0.4506),-0.4868433923733191
Quadratic Equation_163_71,exp(acos(x)) + 1,tensor(0.6154),0.6094598716586406
Quadratic Equation_163_72,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c191df0>>
Quadratic Equation_163_74,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c125ee0>>
Quadratic Equation_163_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c125b50>>
Quadratic Equation_163_77,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76472490>>
Quadratic Equation_163_79,x + cos(1),tensor(0.2962),-4.64596364564067
Quadratic Equation_163_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69602940>>
Quadratic Equation_163_81,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69602490>>
Quadratic Equation_163_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e691bfd00>>
Quadratic Equation_163_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e691bf160>>
Quadratic Equation_163_85,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_86,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_87,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_88,4*x + 2,tensor(0.2928),-4.835661177302602
Quadratic Equation_163_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e761e7c10>>
Quadratic Equation_163_90,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_91,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_92,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_93,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_94,5*cosh(x),tensor(0.4975),-0.02040512297268382
Quadratic Equation_163_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c1df3d0>>
Quadratic Equation_163_96,x + cos(x) + 1,tensor(0.3309),-3.0892227839018593
Quadratic Equation_163_97,x**3 + 4,tensor(0.4109),-1.055093957141099
Quadratic Equation_163_98,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76381b80>>
Quadratic Equation_163_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69a35910>>
Quadratic Equation_163_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69602730>>
Quadratic Equation_163_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e696022e0>>
Quadratic Equation_163_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69602970>>
Quadratic Equation_163_104,cos(x) + 4,tensor(0.4591),-0.3876034202830865
Quadratic Equation_163_105,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_106,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_107,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_108,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69583880>>
Quadratic Equation_163_110,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_163_111,log(cos(cos(x))),tensor(0.2816),-5.511033975144397
Quadratic Equation_163_112,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_113,x + cos(5),tensor(0.2898),-5.003826097842083
Quadratic Equation_163_114,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_115,x**4*(x + cos(x)),tensor(0.2918),-4.888242484892892
Quadratic Equation_163_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e90172eb0>>
Quadratic Equation_163_117,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_118,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6df3c1c0>>
Quadratic Equation_163_120,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_121,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c16f190>>
Quadratic Equation_163_123,sin(x),tensor(0.2839),-5.36168948203037
Quadratic Equation_163_124,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c16f700>>
Quadratic Equation_163_126,exp(x) + acos(x),tensor(0.3814),-1.6299339404615414
Quadratic Equation_163_127,5*x + 5,tensor(0.3241),-3.3505241966525254
Quadratic Equation_164_0,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69b63760>>
Quadratic Equation_164_2,tan(x) + 4,tensor(0.3926),-1.393345474932267
Quadratic Equation_164_3,x*log(2)**3,tensor(0.2888),-5.06148799506102
Quadratic Equation_164_4,x + 4,tensor(0.4003),-1.2446448139880113
Quadratic Equation_164_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac52f460>>
Quadratic Equation_164_6,x + exp(acos(x)),tensor(0.6812),0.7810523809736374
Quadratic Equation_164_7,x + 5,tensor(0.4301),-0.7550739992428075
Quadratic Equation_164_8,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e696befa0>>
Quadratic Equation_164_10,x + cos(x),tensor(0.3032),-4.28007129327045
Quadratic Equation_164_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e698bcf40>>
Quadratic Equation_164_12,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dbbd910>>
Quadratic Equation_164_14,x + cos(x) + 2,tensor(0.3615),-2.1197144824089844
Quadratic Equation_164_15,x + 2*cos(x),tensor(0.3253),-3.3011293021805255
Quadratic Equation_164_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e764fe130>>
Quadratic Equation_164_17,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_18,x**3 + x**2 + x,tensor(0.2862),-5.222646583128251
Quadratic Equation_164_19,x + 4,tensor(0.4003),-1.2446448139880113
Quadratic Equation_164_20,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_21,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_22,5*acos(x),tensor(0.6411),0.6867024535059959
Quadratic Equation_164_23,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_24,7,tensor(0.),0
Quadratic Equation_164_25,cos(x + 3),tensor(0.2728),-6.106746637102757
Quadratic Equation_164_26,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_27,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_28,x + 6,tensor(0.4506),-0.4868433923733191
Quadratic Equation_164_29,tan(x) + cosh(x),tensor(0.3101),-3.9485284487884167
Quadratic Equation_164_30,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_31,x + x*tan(1),tensor(0.2691),-6.380624237730454
Quadratic Equation_164_32,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_33,-x - 1,tensor(0.2739),-6.026620680635507
Quadratic Equation_164_34,x*atan(x) + x,tensor(0.2908),-4.947266684035505
Quadratic Equation_164_35,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_36,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_37,x*sin(1) + x,tensor(0.2755),-5.913737444077714
Quadratic Equation_164_38,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_39,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_40,1,tensor(0.),0
Quadratic Equation_164_41,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_42,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_43,x**2 + 1,tensor(0.3312),-3.076238839155179
Quadratic Equation_164_44,x + 5,tensor(0.4301),-0.7550739992428075
Quadratic Equation_164_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69b63700>>
Quadratic Equation_164_46,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_47,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_48,cos(x) + 1,tensor(0.3454),-2.592506498378366
Quadratic Equation_164_49,cos(x)**3,tensor(0.3075),-4.069842508102014
Quadratic Equation_164_50,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_51,x + 6,tensor(0.4506),-0.4868433923733191
Quadratic Equation_164_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69ba1af0>>
Quadratic Equation_164_53,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_54,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69a35c40>>
Quadratic Equation_164_56,9*x**2,tensor(0.3758),-1.757787706028787
Quadratic Equation_164_57,tan(x) + 3,tensor(0.3619),-2.1083684102418476
Quadratic Equation_164_58,9*x**4,tensor(0.3389),-2.805541568586843
Quadratic Equation_164_59,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_60,sqrt(x + 6),tensor(0.3641),-2.0510974298403806
Quadratic Equation_164_61,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e696f8280>>
Quadratic Equation_164_63,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_64,cos(x) + 1,tensor(0.3454),-2.592506498378366
Quadratic Equation_164_65,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_66,4*cosh(x),tensor(0.4615),-0.36177460065443
Quadratic Equation_164_67,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_68,-x + sin(x),tensor(0.2925),-4.85031771486829
Quadratic Equation_164_69,5*cosh(x),tensor(0.4975),-0.02040512297268382
Quadratic Equation_164_70,2*x**3 + x,tensor(0.2719),-6.167831197686059
Quadratic Equation_164_71,-x + sin(x),tensor(0.2925),-4.85031771486829
Quadratic Equation_164_72,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e693e87c0>>
Quadratic Equation_164_74,5*acos(x),tensor(0.6411),0.6867024535059959
Quadratic Equation_164_75,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e764720d0>>
Quadratic Equation_164_77,2*x + sin(x),tensor(0.2659),-6.619507308612227
Quadratic Equation_164_78,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_79,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_80,3*x + tan(x),tensor(0.2535),-7.675318128630183
Quadratic Equation_164_81,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6930fe20>>
Quadratic Equation_164_83,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69682820>>
Quadratic Equation_164_85,x + 6,tensor(0.4506),-0.4868433923733191
Quadratic Equation_164_86,tan(x) + 5,tensor(0.4205),-0.8996627474984018
Quadratic Equation_164_87,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_88,x + acos(x),tensor(0.3397),-2.7782366867237305
Quadratic Equation_164_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e761e7820>>
Quadratic Equation_164_90,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_91,3*x + cos(x),tensor(0.2812),-5.5349789584126015
Quadratic Equation_164_92,3*x + log(x),tensor(0.),0
Quadratic Equation_164_93,5 - cos(x),tensor(0.4365),-0.6662141109064363
Quadratic Equation_164_94,5*cos(x),tensor(0.4247),-0.8344983424853152
Quadratic Equation_164_95,cos(x)**2,tensor(0.3103),-3.942252426554443
Quadratic Equation_164_96,3 - x,tensor(0.4097),-1.0751777187445368
Quadratic Equation_164_97,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e691bfe20>>
Quadratic Equation_164_99,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_100,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_101,4*x**2 + sin(x),tensor(0.3213),-3.4628312961170336
Quadratic Equation_164_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c045370>>
Quadratic Equation_164_103,x + cosh(x) - 1,tensor(0.2878),-5.122792517137185
Quadratic Equation_164_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e760eeac0>>
Quadratic Equation_164_105,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_106,x*cos(4) + x,tensor(0.2887),-5.068239285198676
Quadratic Equation_164_107,3*x + 4,tensor(0.3512),-2.4120545196918712
Quadratic Equation_164_108,sinh(x) + 1,tensor(0.3069),-4.0994888647430034
Quadratic Equation_164_109,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_110,4*x + sin(x),tensor(0.2480),-8.190757524871016
Quadratic Equation_164_111,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69682e50>>
Quadratic Equation_164_113,x*(x + 2),tensor(0.2824),-5.458313967120868
Quadratic Equation_164_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69682370>>
Quadratic Equation_164_115,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_164_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69ae14c0>>
