 Nguyen-2_0_0,2*asin(x) + atanh(x),tensor(0.4083),-1.0999443294539586
 Nguyen-2_125_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e901371f0>>
 Nguyen-2_125_48,10*x**3,tensor(0.2633),-6.825743465615929
 Nguyen-2_125_49,x**2 + 3*x,tensor(0.5426),0.2892624114319443
 Nguyen-2_125_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76335520>>
 Nguyen-2_125_51,x**2*exp(3),tensor(0.1139),-59.50593069006642
 Nguyen-2_125_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6871e910>>
 Nguyen-2_125_53,3*x + log(x),tensor(0.),0
 Nguyen-2_125_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c1b76a0>>
 Nguyen-2_125_55,x*(2*x**4 + x),tensor(0.6563),0.7258549152679437
 Nguyen-2_125_56,(x + 4)/x,tensor(0.0502),-356.4658052359267
 Nguyen-2_125_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec0f4580>>
 Nguyen-2_125_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec0f4520>>
 Nguyen-2_125_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec0f44f0>>
 Nguyen-2_125_60,x - tan(x),tensor(0.4516),-0.47500855930045494
 Nguyen-2_125_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c1cad30>>
 Nguyen-2_125_62,12*x + 2,tensor(0.1523),-29.972937298037923
 Nguyen-2_125_63,3*x + atan(x),tensor(0.4035),-1.185198398196074
 Nguyen-2_125_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e763352b0>>
 Nguyen-2_125_65,exp(x) + sin(x),tensor(0.6056),0.5759976085826781
 Nguyen-2_125_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c12d580>>
 Nguyen-2_125_67,cos(x) + 1,tensor(0.3839),-1.5749715817233176
 Nguyen-2_125_68,2*x + log(x + 1),tensor(0.3861),-1.5284094545629419
 Nguyen-2_125_69,2*x**2 + sin(x),tensor(0.6908),0.799594998215917
 Nguyen-2_125_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c0f0730>>
 Nguyen-2_125_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6ddfa430>>
 Nguyen-2_125_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6ddfa370>>
 Nguyen-2_125_73,x*cos(1) + x,tensor(0.5756),0.4562174271576943
 Nguyen-2_125_74,-2*x**3,tensor(0.3744),-1.7931612237000736
 Nguyen-2_125_75,x*(x - exp(x)),tensor(0.3698),-1.9047106277680839
 Nguyen-2_125_76,-asinh(x),tensor(0.4026),-1.2017433625551313
 Nguyen-2_125_77,cos(x + 2),tensor(0.3960),-1.3264190333213328
 Nguyen-2_125_78,exp(x)/x,tensor(0.1720),-22.16874253746345
 Nguyen-2_125_79,cos(2*x),tensor(0.4489),-0.5068701634101627
 Nguyen-2_125_80,-x + acos(x),tensor(0.2965),-4.630302398844847
 Nguyen-2_125_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac50ebe0>>
 Nguyen-2_125_82,x*exp(2*x),tensor(0.5603),0.3841460849894044
 Nguyen-2_125_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6898a4c0>>
 Nguyen-2_125_84,x*cos(x) + 4*x,tensor(0.3452),-2.5985655149332514
 Nguyen-2_125_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e687707f0>>
 Nguyen-2_125_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6ded6fa0>>
 Nguyen-2_125_87,2*x - 5/x,tensor(0.0406),-555.9855378769511
 Nguyen-2_125_88,x**2 + 4*x,tensor(0.4252),-0.827509972744999
 Nguyen-2_125_89,x**2*(2*x + 3),tensor(0.6089),0.5874119990833321
 Nguyen-2_125_90,x*log(x) - x,tensor(0.),0
 Nguyen-2_125_91,x*(x + 2) + x,tensor(0.5426),0.2892624114319444
 Nguyen-2_125_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6976c190>>
 Nguyen-2_125_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dfc6fa0>>
 Nguyen-2_125_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68f32850>>
 Nguyen-2_125_95,-x*(x + 6),tensor(0.1948),-16.084282894022156
 Nguyen-2_125_96,x + atanh(x),tensor(0.5278),0.19939673335053743
 Nguyen-2_125_97,(x**3 + x)/x,tensor(0.4538),-0.44898983339309284
 Nguyen-2_125_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69129fd0>>
 Nguyen-2_125_99,x**2*log(5) + x,tensor(0.7308),0.8642762413914097
 Nguyen-2_125_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6995e550>>
 Nguyen-2_125_101,zoo,tensor(0.),0
 Nguyen-2_125_102,4*sinh(x),tensor(0.3659),-2.003084210259977
 Nguyen-2_125_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68830850>>
 Nguyen-2_125_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6ddfa070>>
 Nguyen-2_125_105,2*sin(x),tensor(0.5651),0.40794380736768165
 Nguyen-2_125_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68c80400>>
 Nguyen-2_125_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68c804f0>>
 Nguyen-2_125_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec0f4790>>
 Nguyen-2_125_109,3*x + sin(x),tensor(0.4001),-1.2487625059902516
 Nguyen-2_125_110,tan(x + 2),tensor(0.0527),-322.58647511179197
 Nguyen-2_125_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dc13df0>>
 Nguyen-2_125_112,x + 5*asin(x),tensor(0.2509),-7.9101003618566885
 Nguyen-2_125_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec0f4370>>
 Nguyen-2_125_114,x/(2*x + 3),tensor(0.4962),-0.03105703833346407
 Nguyen-2_125_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec0f49d0>>
 Nguyen-2_125_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec0f4dc0>>
 Nguyen-2_125_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec0f4310>>
 Nguyen-2_125_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6de4b370>>
 Nguyen-2_125_119,x**2*tan(3),tensor(0.4719),-0.2520115085282775
 Nguyen-2_125_120,3*x**4 + sin(x),tensor(0.6778),0.774093781695383
 Nguyen-2_125_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e697aa520>>
 Nguyen-2_125_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6862fee0>>
 Nguyen-2_125_123,log(x + 1),tensor(0.4653),-0.3206400789170225
 Nguyen-2_125_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68cac1c0>>
 Nguyen-2_125_125,x + sin(x),tensor(0.5628),0.39657388510876745
 Nguyen-2_125_126,x - 3/x,tensor(0.0654),-203.20555874654954
 Nguyen-2_125_127,sin(x)*cos(x),tensor(0.5322),0.2276587411409945
 Nguyen-2_126_0,x/(x + 8),tensor(0.4905),-0.07920139937343507
 Nguyen-2_126_1,1/(3*x + 2),tensor(0.1553),-28.606104693183
 Nguyen-2_126_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6ddfbaf0>>
 Nguyen-2_126_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6862f3a0>>
 Nguyen-2_126_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68c80c10>>
 Nguyen-2_126_5,-x*(x + exp(x)),tensor(0.3178),-3.6059712739383274
 Nguyen-2_126_6,sin(x)*cos(x),tensor(0.5322),0.2276587411409945
 Nguyen-2_126_7,2*sin(x),tensor(0.5651),0.40794380736768165
 Nguyen-2_126_8,x*(x**2 + x),tensor(0.6235),0.63540476784599
 Nguyen-2_126_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6862f940>>
 Nguyen-2_126_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6db25f10>>
 Nguyen-2_126_11,log(x) - sin(x),tensor(0.),0
 Nguyen-2_126_12,log(5*x**3),tensor(0.),0
 Nguyen-2_126_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac430df0>>
 Nguyen-2_126_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac25d250>>
 Nguyen-2_126_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e687703a0>>
 Nguyen-2_126_16,sin(2*x),tensor(0.5580),0.37233720557538375
 Nguyen-2_126_17,x*(x + log(x))**2,tensor(0.),0
 Nguyen-2_126_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68f634f0>>
 Nguyen-2_126_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68c16340>>
 Nguyen-2_126_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6db82c10>>
 Nguyen-2_126_21,x**2*cos(1),tensor(0.5074),0.05760242662627291
 Nguyen-2_126_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6898a970>>
 Nguyen-2_126_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68f32d90>>
 Nguyen-2_126_24,x,tensor(0.5617),0.39112180608084446
 Nguyen-2_126_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68caca30>>
 Nguyen-2_126_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e765f4700>>
 Nguyen-2_126_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68f32cd0>>
 Nguyen-2_126_28,(exp(x) - 1)**2,tensor(0.6747),0.7676023605631218
 Nguyen-2_126_29,x*(x + 1) + x,tensor(0.7072),0.8286273863879683
 Nguyen-2_126_30,(2*x + 1)/x,tensor(0.1653),-24.497793124411547
 Nguyen-2_126_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6d9ca220>>
 Nguyen-2_126_32,(2*x + 2)**2,tensor(0.1627),-25.498826323102673
 Nguyen-2_126_33,x/sqrt(1 - x**2),tensor(0.5415),0.28299531905333497
 Nguyen-2_126_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68d79b20>>
 Nguyen-2_126_35,x**2*(x**2 + 1),tensor(0.5346),0.24226137067291187
 Nguyen-2_126_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e696e9b50>>
 Nguyen-2_126_37,log(x**2),tensor(0.3015),-4.366201559330206
 Nguyen-2_126_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dad96d0>>
 Nguyen-2_126_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dfee100>>
 Nguyen-2_126_40,x*exp(x) + x + log(x),tensor(0.),0
 Nguyen-2_126_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c14f130>>
 Nguyen-2_126_42,2*x**2*(x + log(x)),tensor(0.),0
 Nguyen-2_126_43,(x + 1)**2,tensor(0.5789),0.47076079942641536
 Nguyen-2_126_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6862f1c0>>
 Nguyen-2_126_45,-x*log(x) + x,tensor(0.),0
 Nguyen-2_126_46,x**2 + asinh(x),tensor(0.6706),0.7586308493500675
 Nguyen-2_126_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c0b2d30>>
 Nguyen-2_126_48,4*cosh(x),tensor(0.2035),-14.323516693778256
 Nguyen-2_126_49,x*(x**4 + 4),tensor(0.3654),-2.01668853574188
 Nguyen-2_126_50,asinh(x)/x**2,tensor(0.1771),-20.58494553333974
 Nguyen-2_126_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68eb7b20>>
 Nguyen-2_126_52,1/sinh(x),tensor(0.1771),-20.58429932212673
 Nguyen-2_126_53,x + exp(-x),tensor(0.4575),-0.40582808656428804
 Nguyen-2_126_54,x + sin(x) + 1,tensor(0.6149),0.6078947981559779
 Nguyen-2_126_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68de5070>>
 Nguyen-2_126_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68cac310>>
 Nguyen-2_126_57,x*(-x**2 + x),tensor(0.4470),-0.5309221261916246
 Nguyen-2_126_58,8*log(x),tensor(0.),0
 Nguyen-2_126_59,1/(x + 5),tensor(0.4891),-0.09080868062839076
 Nguyen-2_126_60,log(2)/x**2,tensor(0.0173),-3230.1355752106897
 Nguyen-2_126_61,x**2,tensor(0.5240),0.17513510863725734
 Nguyen-2_126_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec0f4250>>
 Nguyen-2_126_63,x*(x**2 + 1),tensor(0.5824),0.4858553303518257
 Nguyen-2_126_64,x**2*(x + 3),tensor(0.5507),0.33413991943235277
 Nguyen-2_126_65,x*(sin(x) + 1/x) + x,tensor(0.5487),0.3237505572819077
 Nguyen-2_126_66,cos(x) - 1,tensor(0.4531),-0.45705612893686354
 Nguyen-2_126_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6862f5e0>>
 Nguyen-2_126_68,2*x - cos(x),tensor(0.4214),-0.8849284276672458
 Nguyen-2_126_69,x*(x + exp(x)),tensor(0.7936),0.9323750707022882
 Nguyen-2_126_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dfee1f0>>
 Nguyen-2_126_71,x,tensor(0.5617),0.39112180608084446
 Nguyen-2_126_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6df397f0>>
 Nguyen-2_126_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6871e700>>
 Nguyen-2_126_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6871e730>>
 Nguyen-2_126_75,2*x + exp(x),tensor(0.5092),0.07101114133168696
 Nguyen-2_126_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6db82bb0>>
 Nguyen-2_126_77,(x**2 + x)/x,tensor(0.5804),0.47753345080581255
 Nguyen-2_126_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69129a30>>
 Nguyen-2_126_79,x + sinh(x)/x,tensor(0.5792),0.47225681091256855
 Nguyen-2_126_80,-x**2 + 2*x,tensor(0.4565),-0.4169977684438704
 Nguyen-2_126_81,x*(x**4 - 1),tensor(0.4322),-0.7265685143635405
 Nguyen-2_126_82,x*(x + 3),tensor(0.5426),0.2892624114319444
 Nguyen-2_126_83,x**2*tan(5),tensor(0.3108),-3.9173695206458534
 Nguyen-2_126_84,(x**5 + x)/x,tensor(0.4717),-0.25399400654473636
 Nguyen-2_126_85,x - 2,tensor(0.2989),-4.502849714261635
 Nguyen-2_126_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6db827f0>>
 Nguyen-2_126_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69887280>>
 Nguyen-2_126_88,x*tan(x) + 2*x,tensor(0.7633),0.9037985344927388
 Nguyen-2_126_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c17d580>>
 Nguyen-2_126_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6d9ca130>>
 Nguyen-2_126_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dc13d00>>
 Nguyen-2_126_92,x**3 + x**2,tensor(0.6235),0.63540476784599
 Nguyen-2_126_93,-x + acosh(x),tensor(0.),0
 Nguyen-2_126_94,x*cos(x) + 3*x,tensor(0.4132),-1.0171971455692015
 Nguyen-2_126_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6ded6730>>
 Nguyen-2_126_96,x*(x + 2)**3,tensor(0.1293),-44.337107459152435
 Nguyen-2_126_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac50e040>>
 Nguyen-2_126_98,x*tan(1),tensor(0.5754),0.4555255869239866
 Nguyen-2_126_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c12dca0>>
 Nguyen-2_126_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e686a1f40>>
 Nguyen-2_126_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e686a13a0>>
 Nguyen-2_126_102,acosh(x)**2,tensor(0.),0
 Nguyen-2_126_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68de5be0>>
 Nguyen-2_126_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6ddfb460>>
 Nguyen-2_126_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6ddfb1c0>>
 Nguyen-2_126_106,x**2 + 2*x,tensor(0.7072),0.8286273863879683
 Nguyen-2_126_107,(x + cos(x))**2,tensor(0.6076),0.5828635178922235
 Nguyen-2_126_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68980ac0>>
 Nguyen-2_126_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68f32430>>
 Nguyen-2_126_110,-1/(x + 2),tensor(0.4372),-0.6576509069669403
 Nguyen-2_126_111,exp(4*x),tensor(0.0818),-124.91513904550473
 Nguyen-2_126_112,1/(2*x**2 + x),tensor(0.1305),-43.43208930302849
 Nguyen-2_126_113,tan(x)**3,tensor(0.5538),0.35105445255739176
 Nguyen-2_126_114,sinh(x + 1),tensor(0.5608),0.38674192932911255
 Nguyen-2_126_115,x*(x + cos(x)),tensor(0.6292),0.6525866593122422
 Nguyen-2_126_116,sin(x)**2,tensor(0.5157),0.11836307997493933
 Nguyen-2_126_117,sin(x)**2,tensor(0.5157),0.11836307997493933
 Nguyen-2_126_118,(x + sin(x))/x,tensor(0.3765),-1.7425882790630092
 Nguyen-2_126_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6871eaf0>>
 Nguyen-2_126_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6871e250>>
 Nguyen-2_126_121,5*log(x),tensor(0.),0
 Nguyen-2_126_122,-x + exp(2*x),tensor(0.4584),-0.39591470652491423
 Nguyen-2_126_123,x**4 + x**3,tensor(0.6092),0.5885045898566778
 Nguyen-2_126_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac25d4f0>>
 Nguyen-2_126_125,2*x**2*(x + 2),tensor(0.4924),-0.06303713245211884
 Nguyen-2_126_126,x**2*cos(1),tensor(0.5074),0.05760242662627291
 Nguyen-2_126_127,8*x**2 - x,tensor(0.2438),-8.617336036043179
 Nguyen-2_127_0,16*x**2 + x,tensor(0.1433),-34.75440428602992
 Nguyen-2_127_1,exp(x + 2),tensor(0.1154),-57.7868231762136
 Nguyen-2_127_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac25d490>>
 Nguyen-2_127_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6df39310>>
 Nguyen-2_127_4,3*x + 4,tensor(0.2475),-8.24237492306114
 Nguyen-2_127_5,2*x*(x**3 + x),tensor(0.4608),-0.3697174234659677
 Nguyen-2_127_6,2*x + exp(x + 3),tensor(0.0423),-512.5262031949968
 Nguyen-2_127_7,x**2 + 4*x,tensor(0.4252),-0.827509972744999
 Nguyen-2_127_8,2*x**2 + 2*x,tensor(0.7934),0.9322282584440574
 Nguyen-2_127_9,x**2*(x**2 + x),tensor(0.6092),0.5885045898566778
 Nguyen-2_127_10,x**2 + 3*x,tensor(0.5426),0.2892624114319443
 Nguyen-2_127_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69836ee0>>
 Nguyen-2_127_12,cos(x) - 2,tensor(0.3565),-2.258672517989908
 Nguyen-2_127_13,x**2 + 2*x,tensor(0.7072),0.8286273863879683
 Nguyen-2_127_14,x**5 + 3*x,tensor(0.4412),-0.603849713024373
 Nguyen-2_127_15,(2*x + 1)**(-2),tensor(0.0709),-170.79389156201762
 Nguyen-2_127_16,-5*x**2,tensor(0.2599),-7.112087643691927
 Nguyen-2_127_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc16c370>>
 Nguyen-2_127_18,2*x - log(cos(x)),tensor(0.6389),0.680512271938782
 Nguyen-2_127_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6871ed00>>
 Nguyen-2_127_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69cab550>>
 Nguyen-2_127_21,3*x*(x + 4),tensor(0.1529),-29.68171791249975
 Nguyen-2_127_22,3*x*exp(2),tensor(0.0824),-123.110258938839
 Nguyen-2_127_23,4*tan(x),tensor(0.3232),-3.3834099650019747
 Nguyen-2_127_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e691bf100>>
 Nguyen-2_127_25,x*(2*x + tanh(x)),tensor(0.4897),-0.08557749049805308
 Nguyen-2_127_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6d9cabb0>>
 Nguyen-2_127_27,2*x + tanh(x),tensor(0.4889),-0.09298923349985833
 Nguyen-2_127_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac1ad9d0>>
 Nguyen-2_127_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c0c3250>>
 Nguyen-2_127_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c0c3670>>
 Nguyen-2_127_31,sinh(x + 5),tensor(0.0117),-7132.488176625221
 Nguyen-2_127_32,3*x**3,tensor(0.5658),0.41121208218759975
 Nguyen-2_127_33,exp(x) - cos(x),tensor(0.7071),0.828388780621623
 Nguyen-2_127_34,-x + tan(x),tensor(0.5088),0.06773911267976696
 Nguyen-2_127_35,sin(x)**5,tensor(0.5029),0.02258191106800289
 Nguyen-2_127_36,exp(x) + 3,tensor(0.2350),-9.59358250170499
 Nguyen-2_127_37,x**2*(x**2 + 1),tensor(0.5346),0.24226137067291187
 Nguyen-2_127_38,2*x*(2*x**2 + x),tensor(0.6193),0.6221114300913441
 Nguyen-2_127_39,x**2 - 2*cos(x),tensor(0.3589),-2.190063690683006
