Absolute Value_0_0,x + tan(x),tensor(0.1743),-21.433991330247977
Absolute Value_26_90,x*cos(x),tensor(0.2062),-13.811362084537935
Absolute Value_26_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c138100>>
Absolute Value_26_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c138ca0>>
Absolute Value_26_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c138940>>
Absolute Value_26_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c138ac0>>
Absolute Value_26_95,x**2 + 2*x,tensor(0.1663),-24.14522341302428
Absolute Value_26_96,x**3 - log(cos(x)),tensor(0.1957),-15.899708067989678
Absolute Value_26_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc173ee0>>
Absolute Value_26_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c09c040>>
Absolute Value_26_99,x**4,tensor(0.2018),-14.646954522165574
Absolute Value_26_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1ba100>>
Absolute Value_26_101,3/2,tensor(0.),0
Absolute Value_26_102,exp(8*x),tensor(0.0011),-790402.2178417231
Absolute Value_26_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940d7cd0>>
Absolute Value_26_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d9404a220>>
Absolute Value_26_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d9404a550>>
Absolute Value_26_106,cos(5*x),tensor(0.2227),-11.176019896508391
Absolute Value_26_107,3*x + tan(x),tensor(0.1376),-38.292485233738596
Absolute Value_26_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc197880>>
Absolute Value_26_109,8*x**3,tensor(0.1248),-48.20209856053687
Absolute Value_26_110,x**2 + 2*x,tensor(0.1663),-24.14522341302428
Absolute Value_26_111,8,tensor(0.),0
Absolute Value_26_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400ea760>>
Absolute Value_26_113,x**2 - sin(x),tensor(0.1967),-15.682517878293268
Absolute Value_26_114,tan(x) + 2,tensor(0.1208),-51.95023425049967
Absolute Value_26_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94176070>>
Absolute Value_26_116,4*x - 2*cos(x),tensor(0.1657),-24.346907427619286
Absolute Value_26_117,1/(2*x + 3),tensor(0.1916),-16.807529767785645
Absolute Value_26_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c17b160>>
Absolute Value_26_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c17b1c0>>
Absolute Value_26_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940e5160>>
Absolute Value_26_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c13bcd0>>
Absolute Value_26_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c13b370>>
Absolute Value_26_123,x*exp(-x),tensor(0.2133),-12.609132690491858
Absolute Value_26_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2763c220>>
Absolute Value_26_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2763c310>>
Absolute Value_26_126,-1/x,tensor(0.0035),-81746.83849854913
Absolute Value_26_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c07a6a0>>
Absolute Value_27_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940e56d0>>
Absolute Value_27_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc0eeac0>>
Absolute Value_27_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1b4ca0>>
Absolute Value_27_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1b45b0>>
Absolute Value_27_4,x**2 + 44*x,tensor(0.0217),-2033.3039230116935
Absolute Value_27_5,tan(4*x**3/3),tensor(0.1926),-16.580690937402437
Absolute Value_27_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94176940>>
Absolute Value_27_7,-4*x**2/3,tensor(0.2528),-7.733036531125322
Absolute Value_27_8,x*(x + 2) + x,tensor(0.1503),-30.965428951773855
Absolute Value_27_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc099400>>
Absolute Value_27_10,x*sin(x + 1),tensor(0.1975),-15.505341264569225
Absolute Value_27_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc103700>>
Absolute Value_27_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c105730>>
Absolute Value_27_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc198b80>>
Absolute Value_27_14,x*tan(3),tensor(0.2191),-11.703016034630851
Absolute Value_27_15,x**2*asinh(x),tensor(0.2091),-13.310998458684804
Absolute Value_27_16,sin(x)*cos(x),tensor(0.2074),-13.608708186833535
Absolute Value_27_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc0c3b50>>
Absolute Value_27_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc1441c0>>
Absolute Value_27_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c138d60>>
Absolute Value_27_20,sin(2*x + 4),tensor(0.2539),-7.635870011556939
Absolute Value_27_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc0631c0>>
Absolute Value_27_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc171310>>
Absolute Value_27_23,x*(x + 1/4),tensor(0.1906),-17.02434815534543
Absolute Value_27_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc09c640>>
Absolute Value_27_25,31*x*atan(x),tensor(0.0420),-518.241768946702
Absolute Value_27_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc197100>>
Absolute Value_27_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc05cb20>>
Absolute Value_27_28,x + exp(x) + 1,tensor(0.1132),-60.42231737578222
Absolute Value_27_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c0be430>>
Absolute Value_27_30,x*exp(x) - 1,tensor(0.2308),-10.108267695599228
Absolute Value_27_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d941731c0>>
Absolute Value_27_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d9404afd0>>
Absolute Value_27_33,x**2 + sin(x),tensor(0.1829),-18.96924751609196
Absolute Value_27_34,-x**3/3,tensor(0.2196),-11.623304695747507
Absolute Value_27_35,E/x,tensor(0.0013),-604180.9980893771
Absolute Value_27_36,x*(x + 6),tensor(0.1108),-63.43099376991238
Absolute Value_27_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d402b9430>>
Absolute Value_27_38,x + 3,tensor(0.1012),-77.84914411911957
Absolute Value_27_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc099130>>
Absolute Value_27_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94073eb0>>
Absolute Value_27_41,sinh(x)/3,tensor(0.2123),-12.767465323532976
Absolute Value_27_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c0beac0>>
Absolute Value_27_43,6*x*log(x) + x,tensor(0.),0
Absolute Value_27_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94130a90>>
Absolute Value_27_45,(x**3 + x)**4,tensor(0.1003),-79.42752284190239
Absolute Value_27_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94197550>>
Absolute Value_27_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc0f34f0>>
Absolute Value_27_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc0cbc40>>
Absolute Value_27_49,16*x**2,tensor(0.0619),-228.74219045917937
Absolute Value_27_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc174340>>
Absolute Value_27_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d941a8dc0>>
Absolute Value_27_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2776b130>>
Absolute Value_27_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2776bb20>>
Absolute Value_27_54,x*(x + 1),tensor(0.1815),-19.325842574589686
Absolute Value_27_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc063dc0>>
Absolute Value_27_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc067550>>
Absolute Value_27_57,2*x + tan(x)**3,tensor(0.1485),-31.86151411030238
Absolute Value_27_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d941e2040>>
Absolute Value_27_59,3*x**(1/3),tensor(0.),0
Absolute Value_27_60,1/sin(x),tensor(0.0035),-81792.84587051795
Absolute Value_27_61,cos(x**3)**sin(3),tensor(0.1594),-26.794779922412683
Absolute Value_27_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d941216d0>>
Absolute Value_27_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94121670>>
Absolute Value_27_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94121cd0>>
Absolute Value_27_65,20*x**19,tensor(0.1275),-45.851814591476035
Absolute Value_27_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940d7bb0>>
Absolute Value_27_67,x*exp(2*x) + x,tensor(0.1246),-48.326218815958
Absolute Value_27_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c17bfd0>>
Absolute Value_27_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c196d00>>
Absolute Value_27_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94108e50>>
Absolute Value_27_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94108310>>
Absolute Value_27_72,8*x*sin(x),tensor(0.1056),-70.71867039011323
Absolute Value_27_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d941087c0>>
Absolute Value_27_74,x*exp(16),tensor(1.1251e-07),-78995537096544.53
Absolute Value_27_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c09cc10>>
Absolute Value_27_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c13b700>>
Absolute Value_27_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c13bd30>>
Absolute Value_27_78,x - log(x),tensor(0.),0
Absolute Value_27_79,2*x*log(x) - x,tensor(0.),0
Absolute Value_27_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc16d610>>
Absolute Value_27_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc09c9a0>>
Absolute Value_27_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc16d2e0>>
Absolute Value_27_83,20*x**2 - 24*log(x),tensor(0.),0
Absolute Value_27_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc05c4f0>>
Absolute Value_27_85,x**2/sin(1),tensor(0.1886),-17.50046238073435
Absolute Value_27_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d276f5520>>
Absolute Value_27_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc171610>>
Absolute Value_27_88,tan(x)/5,tensor(0.2140),-12.492138306430208
Absolute Value_27_89,x**2 - x,tensor(0.1966),-15.689554998665383
Absolute Value_27_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dfc0d9970>>
Absolute Value_27_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d480b7f10>>
Absolute Value_27_92,2*tan(x)**2,tensor(0.1454),-33.52335708594768
Absolute Value_27_93,x/(x - 1),tensor(0.0178),-3036.2412414983414
Absolute Value_27_94,x - cos(x),tensor(0.2621),-6.928150004762826
Absolute Value_27_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d9404a730>>
Absolute Value_27_96,8*x**3 + x,tensor(0.1130),-60.65160814601914
Absolute Value_27_97,x**5 + x + exp(x),tensor(0.1333),-41.282030371903645
Absolute Value_27_98,5*x + 2,tensor(0.0991),-81.67463623440352
Absolute Value_27_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1f1f10>>
Absolute Value_27_100,log(x**3),tensor(0.),0
Absolute Value_27_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d276290d0>>
Absolute Value_27_102,2*x*(x + 1),tensor(0.1526),-29.820472473402035
Absolute Value_27_103,x*(x - 1),tensor(0.1966),-15.689554998665383
Absolute Value_27_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94197e50>>
Absolute Value_27_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc173130>>
Absolute Value_27_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc0f3fd0>>
Absolute Value_27_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940969d0>>
Absolute Value_27_108,x,tensor(0.2010),-14.807802420438376
Absolute Value_27_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc1b2220>>
Absolute Value_27_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc0f3190>>
Absolute Value_27_111,x*acos(x) + 2*x,tensor(0.1571),-27.774557621686842
Absolute Value_27_112,x + sin(x) + 1,tensor(0.1446),-34.02017551722056
Absolute Value_27_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c1380a0>>
Absolute Value_27_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1b0df0>>
Absolute Value_27_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1b0310>>
Absolute Value_27_116,x/8,tensor(0.2159),-12.19585437402331
Absolute Value_27_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94173c70>>
Absolute Value_27_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940735e0>>
Absolute Value_27_119,x*(x + sin(x) + 5),tensor(0.1174),-55.53616208631482
Absolute Value_27_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1ba790>>
Absolute Value_27_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400a0fa0>>
Absolute Value_27_122,x*(x**2 + sinh(x)),tensor(0.1843),-18.584020352736204
Absolute Value_27_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c196ac0>>
Absolute Value_27_124,5*exp(x**2)/3,tensor(0.1128),-60.87754924025933
Absolute Value_27_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2776be50>>
Absolute Value_27_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94121760>>
Absolute Value_27_127,x + tan(2),tensor(0.3298),-3.1312553242139467
Absolute Value_28_0,2*x**2*(x + log(x)),tensor(0.),0
Absolute Value_28_1,x + exp(x) + 1,tensor(0.1132),-60.42231737578222
Absolute Value_28_2,2*x + tan(2),tensor(0.2485),-8.146381362367338
Absolute Value_28_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc062e80>>
Absolute Value_28_4,x**2 + 4*atanh(x),tensor(0.1086),-66.35401398760908
Absolute Value_28_5,6*asinh(x),tensor(0.1199),-52.92090648126892
Absolute Value_28_6,sin(x),tensor(0.2028),-14.446541715890376
Absolute Value_28_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1e2f40>>
Absolute Value_28_8,-5*x**2,tensor(0.2596),-7.130461302509961
Absolute Value_28_9,x*acosh(x + 1),tensor(0.),0
Absolute Value_28_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc0d0d60>>
Absolute Value_28_11,2*x*(x + 1),tensor(0.1526),-29.820472473402035
Absolute Value_28_12,x*tan(5),tensor(0.1903),-17.093892556774666
Absolute Value_28_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d941a8fd0>>
Absolute Value_28_14,(x + 1)**2,tensor(0.1336),-41.044944500724725
Absolute Value_28_15,atanh(x)**2,tensor(0.1522),-30.010883427822552
Absolute Value_28_16,exp(x) + 4,tensor(0.0735),-157.9578504411415
Absolute Value_28_17,x + tan(x) + 1,tensor(0.1407),-36.313374373433234
Absolute Value_28_18,x**3 + 2*x,tensor(0.1678),-23.6087688149137
Absolute Value_28_19,-x + x*tan(1),tensor(0.2092),-13.295168295777968
Absolute Value_28_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94108eb0>>
Absolute Value_28_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc0500a0>>
Absolute Value_28_22,5*x*log(x),tensor(0.),0
Absolute Value_28_23,5*sin(3*x),tensor(0.1128),-60.879212061205585
