 Nguyen-5_0_0,x + tan(x),tensor(0.2285),-10.400959550225325
 Nguyen-5_22_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e052c640>>
 Nguyen-5_22_8,-sin(x + 1),tensor(0.3323),-3.0362568635589886
 Nguyen-5_22_9,x*(x + log(x)) + x,tensor(0.),0
 Nguyen-5_22_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd548110cd0>>
 Nguyen-5_22_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd528072ac0>>
 Nguyen-5_22_12,acos(x + 4),tensor(0.),0
 Nguyen-5_22_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd50811dca0>>
 Nguyen-5_22_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281323a0>>
 Nguyen-5_22_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd548164640>>
 Nguyen-5_22_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5080b0430>>
 Nguyen-5_22_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5080b05e0>>
 Nguyen-5_22_18,cos(2*x + 1),tensor(0.1882),-17.594175816854307
 Nguyen-5_22_19,x/(x + sin(x)),tensor(0.1974),-15.526202536238529
 Nguyen-5_22_20,-sin(2*x),tensor(0.1955),-15.939479637124649
 Nguyen-5_22_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e04a95b0>>
 Nguyen-5_22_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0535a90>>
 Nguyen-5_22_23,2*x**2*(x + 5),tensor(0.0682),-185.56215536276758
 Nguyen-5_22_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54812f880>>
 Nguyen-5_22_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd50803a1f0>>
 Nguyen-5_22_26,5/x,tensor(0.0054),-34395.283687883355
 Nguyen-5_22_27,-x + sin(acosh(x)),tensor(0.),0
 Nguyen-5_22_28,x*(x + 3),tensor(0.1759),-20.95000699530396
 Nguyen-5_22_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e065bbe0>>
 Nguyen-5_22_30,x**3 + x**2 + x,tensor(0.2145),-12.416022852008668
 Nguyen-5_22_31,2*x*(x + 1),tensor(0.1733),-21.76375331884829
 Nguyen-5_22_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e07401c0>>
 Nguyen-5_22_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05ab6d0>>
 Nguyen-5_22_34,sinh(x)*cosh(x),tensor(0.2671),-6.527784422750122
 Nguyen-5_22_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680d5a00>>
 Nguyen-5_22_36,x*(x + 6),tensor(0.1062),-69.80376077237247
 Nguyen-5_22_37,cos(acosh(x/2)),tensor(0.),0
 Nguyen-5_22_38,sin(x + 4),tensor(0.3097),-3.969949628953107
 Nguyen-5_22_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481a5f70>>
 Nguyen-5_22_40,-2*x/7,tensor(0.2481),-8.181434707629714
 Nguyen-5_22_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd548109250>>
 Nguyen-5_22_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54816dcd0>>
 Nguyen-5_22_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e04a9100>>
 Nguyen-5_22_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e04a9b50>>
 Nguyen-5_22_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd56804fc40>>
 Nguyen-5_22_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281ac8b0>>
 Nguyen-5_22_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281ac220>>
 Nguyen-5_22_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281ac1f0>>
 Nguyen-5_22_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281ac730>>
 Nguyen-5_22_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281ae640>>
 Nguyen-5_22_51,x**2 + tan(x + 1),tensor(0.0017),-327260.9751052599
 Nguyen-5_22_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281ac160>>
 Nguyen-5_22_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e07add90>>
 Nguyen-5_22_54,x + cos(x)**3,tensor(0.1936),-16.358718337927577
 Nguyen-5_22_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281c2e20>>
 Nguyen-5_22_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5480b1400>>
 Nguyen-5_22_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54812f9a0>>
 Nguyen-5_22_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481e63d0>>
 Nguyen-5_22_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481e6b80>>
 Nguyen-5_22_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680c5400>>
 Nguyen-5_22_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680c59d0>>
 Nguyen-5_22_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1eaf40>>
 Nguyen-5_22_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281efe20>>
 Nguyen-5_22_64,x*(x + sin(4)),tensor(0.1878),-17.6966941238024
 Nguyen-5_22_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5080c4760>>
 Nguyen-5_22_66,1 - 2*x,tensor(0.1286),-44.882331880896906
 Nguyen-5_22_67,(x + 20)*tan(x),tensor(0.0258),-1426.5634976401318
 Nguyen-5_22_68,x*exp(2*x) + 2*x,tensor(0.1150),-58.17960419246105
 Nguyen-5_22_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd548134910>>
 Nguyen-5_22_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd508081370>>
 Nguyen-5_22_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0698280>>
 Nguyen-5_22_72,x*(x + cos(3)),tensor(0.1805),-19.6179318250056
 Nguyen-5_22_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd50803acd0>>
 Nguyen-5_22_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd50803a700>>
 Nguyen-5_22_75,sinh(x)*acosh(x),tensor(0.),0
 Nguyen-5_22_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5080c42e0>>
 Nguyen-5_22_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd548109e20>>
 Nguyen-5_22_78,Abs(x)/4,tensor(0.2417),-8.847281196804916
 Nguyen-5_22_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5080c4880>>
 Nguyen-5_22_80,x + 3*exp(-x),tensor(0.0718),-165.95645065700091
 Nguyen-5_22_81,-x + exp(x),tensor(0.1490),-31.620169925503234
 Nguyen-5_22_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0576bb0>>
 Nguyen-5_22_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e04f7850>>
 Nguyen-5_22_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680e3190>>
 Nguyen-5_22_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481101f0>>
 Nguyen-5_22_86,x - log(x + 1),tensor(0.1973),-15.552791921136205
 Nguyen-5_22_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5681a0e50>>
 Nguyen-5_22_88,4*x*(x + 1),tensor(0.1121),-61.760113749170216
 Nguyen-5_22_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0786070>>
 Nguyen-5_22_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd588099b20>>
 Nguyen-5_22_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0779c40>>
 Nguyen-5_22_92,x + 2*sin(x),tensor(0.2032),-14.380127113324953
 Nguyen-5_22_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5280b8160>>
 Nguyen-5_22_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e07ef040>>
 Nguyen-5_22_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd56805a580>>
 Nguyen-5_22_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd56817a0a0>>
 Nguyen-5_22_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5681847c0>>
 Nguyen-5_22_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd50805bfa0>>
 Nguyen-5_22_99,(x**4 + 4*x)**5,tensor(0.0008),-1631089.141315397
 Nguyen-5_22_100,2*x*(x + 3),tensor(0.1025),-75.7247689501084
 Nguyen-5_22_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680a02b0>>
 Nguyen-5_22_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd52807d760>>
 Nguyen-5_22_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680a8130>>
 Nguyen-5_22_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5080ada00>>
 Nguyen-5_22_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0535b20>>
 Nguyen-5_22_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0535580>>
 Nguyen-5_22_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0535a00>>
 Nguyen-5_22_108,x**2*(4*x + 1),tensor(0.1838),-18.71585257065601
 Nguyen-5_22_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e065b4f0>>
 Nguyen-5_22_110,2*x*cos(1)/7,tensor(0.2688),-6.40340611132836
 Nguyen-5_22_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e065b610>>
 Nguyen-5_22_112,x*(x**4 + x + 4),tensor(0.1360),-39.334759708952994
 Nguyen-5_22_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680d5eb0>>
 Nguyen-5_22_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06983a0>>
 Nguyen-5_22_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0698cd0>>
 Nguyen-5_22_116,x*(x + 4),tensor(0.1470),-32.670715289897544
 Nguyen-5_22_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e04ca580>>
 Nguyen-5_22_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e04ca1f0>>
 Nguyen-5_22_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc080430>>
 Nguyen-5_22_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc080d00>>
 Nguyen-5_22_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc0809d0>>
 Nguyen-5_22_122,3*x*sin(x),tensor(0.1526),-29.845096370014044
 Nguyen-5_22_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e065b2e0>>
 Nguyen-5_22_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0698d30>>
 Nguyen-5_22_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680d50d0>>
 Nguyen-5_22_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680d57f0>>
 Nguyen-5_22_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680d5a60>>
 Nguyen-5_23_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481e6a90>>
 Nguyen-5_23_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0582cd0>>
 Nguyen-5_23_2,-x**2 - x,tensor(0.2408),-8.942443651951626
 Nguyen-5_23_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e062c5b0>>
 Nguyen-5_23_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd50817f130>>
 Nguyen-5_23_5,x*sinh(3*x),tensor(0.0832),-120.40401712050802
 Nguyen-5_23_6,x + exp(-x),tensor(0.1471),-32.60425007870995
 Nguyen-5_23_7,x + (x + 2)/x,tensor(0.0133),-5498.707084095657
 Nguyen-5_23_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0610d30>>
 Nguyen-5_23_9,x*(x**3 + 5),tensor(0.1259),-47.18059219043178
 Nguyen-5_23_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680c5e80>>
 Nguyen-5_23_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd50805b670>>
 Nguyen-5_23_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd528173190>>
 Nguyen-5_23_13,x - 5,tensor(0.0891),-103.64011089706726
 Nguyen-5_23_14,(x + 4)*log(x),tensor(0.),0
 Nguyen-5_23_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e055b0a0>>
 Nguyen-5_23_16,-atan(x),tensor(0.2183),-11.820409786068895
 Nguyen-5_23_17,(x - 1)*asin(x),tensor(0.1696),-22.96283333009735
 Nguyen-5_23_18,x*sin(asinh(x)),tensor(0.2172),-11.990542011425962
 Nguyen-5_23_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd58809f940>>
 Nguyen-5_23_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481eca00>>
 Nguyen-5_23_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481ec940>>
 Nguyen-5_23_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281aedc0>>
 Nguyen-5_23_23,x**4 + 2*x,tensor(0.2201),-11.559474019011617
 Nguyen-5_23_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1e9580>>
 Nguyen-5_23_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54812f760>>
 Nguyen-5_23_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc067ac0>>
 Nguyen-5_23_27,x**2*acosh(5),tensor(0.1631),-25.316838018607143
 Nguyen-5_23_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1e9e80>>
 Nguyen-5_23_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5080bef70>>
 Nguyen-5_23_30,26*x**3,tensor(0.0389),-609.2577396144492
 Nguyen-5_23_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd588048a90>>
 Nguyen-5_23_32,x*(x + cos(5)),tensor(0.2162),-12.148379099815893
 Nguyen-5_23_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281734f0>>
 Nguyen-5_23_34,x**2*sin(x),tensor(0.2777),-5.761992935122409
 Nguyen-5_23_35,44*x**3,tensor(0.0230),-1797.4128703069116
 Nguyen-5_23_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd548135580>>
 Nguyen-5_23_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5681a0130>>
 Nguyen-5_23_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd528147a30>>
 Nguyen-5_23_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481aa6d0>>
 Nguyen-5_23_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481ec400>>
 Nguyen-5_23_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd548110670>>
 Nguyen-5_23_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481108b0>>
 Nguyen-5_23_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481ec7f0>>
 Nguyen-5_23_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481347f0>>
 Nguyen-5_23_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54812f700>>
 Nguyen-5_23_46,x*sin(x + 2),tensor(0.3108),-3.9151890721859637
 Nguyen-5_23_47,7*x**3,tensor(0.1357),-39.59279263620126
 Nguyen-5_23_48,1/(x*(x + 5)),tensor(0.1160),-57.06421030621773
 Nguyen-5_23_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680d5280>>
 Nguyen-5_23_50,-3*x + exp(x),tensor(0.1235),-49.35967744641871
 Nguyen-5_23_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680bd2b0>>
 Nguyen-5_23_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5080b03a0>>
 Nguyen-5_23_53,-3*x**2 + x,tensor(0.2938),-4.775064915616603
 Nguyen-5_23_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd50817f8e0>>
 Nguyen-5_23_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680edb80>>
 Nguyen-5_23_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd52807d8b0>>
 Nguyen-5_23_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0672a30>>
 Nguyen-5_23_58,1/(4 - x),tensor(0.2276),-10.522237716536447
 Nguyen-5_23_59,x**2/2 + asinh(x),tensor(0.2505),-7.953564836713788
 Nguyen-5_23_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc080610>>
 Nguyen-5_23_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd568158c40>>
 Nguyen-5_23_62,x*log(x) - x,tensor(0.),0
 Nguyen-5_23_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e03cc820>>
 Nguyen-5_23_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e07407f0>>
 Nguyen-5_23_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd56804fb80>>
 Nguyen-5_23_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd50811da90>>
 Nguyen-5_23_67,2*x - log(cos(x)),tensor(0.2227),-11.183888682614041
 Nguyen-5_23_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281ba0d0>>
 Nguyen-5_23_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd568158d60>>
 Nguyen-5_23_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd568158c10>>
 Nguyen-5_23_71,-exp(x + 3),tensor(0.0153),-4149.359836804018
 Nguyen-5_23_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281089d0>>
 Nguyen-5_23_73,3*x + 6,tensor(0.0533),-314.63596531745264
 Nguyen-5_23_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e07ef940>>
 Nguyen-5_23_75,x**4/4 + x,tensor(0.2720),-6.164506786952269
 Nguyen-5_23_76,tan(x + 5),tensor(0.0042),-54903.49443064046
 Nguyen-5_23_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5480b1a60>>
 Nguyen-5_23_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e04f7310>>
 Nguyen-5_23_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1b8e50>>
 Nguyen-5_23_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1b8610>>
 Nguyen-5_23_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1b82e0>>
 Nguyen-5_23_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1b8100>>
 Nguyen-5_23_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1b81c0>>
 Nguyen-5_23_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd568158880>>
 Nguyen-5_23_85,x*(x**4 + x),tensor(0.2168),-12.045724264966246
 Nguyen-5_23_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680bde20>>
