Polynomial with Complex Roots_0_0,x**3 + 2*x**2 + x,tensor(0.2444),-8.554996892948866
Polynomial with Complex Roots_25_40,x*(x + 1)*exp(x),tensor(0.2502),-7.980242163332521
Polynomial with Complex Roots_25_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c2c3e80>>
Polynomial with Complex Roots_25_42,x + tanh(3),tensor(0.2532),-7.7006506997241075
Polynomial with Complex Roots_25_43,x**2 + x*cos(x),tensor(0.2301),-10.194274099249254
Polynomial with Complex Roots_25_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc17aee0>>
Polynomial with Complex Roots_25_45,32*x**2,tensor(0.1330),-41.51218921199998
Polynomial with Complex Roots_25_46,x**3/3,tensor(0.2176),-11.935233918124199
Polynomial with Complex Roots_25_47,-2*cos(x),tensor(0.1784),-20.20109265133538
Polynomial with Complex Roots_25_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1f4520>>
Polynomial with Complex Roots_25_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1bc0d0>>
Polynomial with Complex Roots_25_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa00f7430>>
Polynomial with Complex Roots_25_51,x*(2*x + 5),tensor(0.2364),-9.428223798810041
Polynomial with Complex Roots_25_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa012b220>>
Polynomial with Complex Roots_25_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc05caf0>>
Polynomial with Complex Roots_25_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1d99d0>>
Polynomial with Complex Roots_25_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1d9d30>>
Polynomial with Complex Roots_25_56,x**2*cosh(2),tensor(0.2589),-7.193460039719405
Polynomial with Complex Roots_25_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c074d90>>
Polynomial with Complex Roots_25_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c141850>>
Polynomial with Complex Roots_25_59,x*(2*x + 3),tensor(0.2444),-8.55561658154567
Polynomial with Complex Roots_25_60,x*(x + exp(x)),tensor(0.2451),-8.486284348495685
Polynomial with Complex Roots_25_61,x*(2 - 2*x),tensor(0.2004),-14.926056736729782
Polynomial with Complex Roots_25_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c1663d0>>
Polynomial with Complex Roots_25_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c081970>>
Polynomial with Complex Roots_25_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc0cb880>>
Polynomial with Complex Roots_25_65,4*x + 4,tensor(0.4480),-0.5184860802285185
Polynomial with Complex Roots_25_66,2*x**3*exp(x),tensor(0.2363),-9.446006981202565
Polynomial with Complex Roots_25_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc038c70>>
Polynomial with Complex Roots_25_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc038f40>>
Polynomial with Complex Roots_25_69,x + 3,tensor(0.3610),-2.1338551420281155
Polynomial with Complex Roots_25_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc0a5d00>>
Polynomial with Complex Roots_25_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc137910>>
Polynomial with Complex Roots_25_72,x**2 + asinh(x),tensor(0.2308),-10.109360406758743
Polynomial with Complex Roots_25_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c26b760>>
Polynomial with Complex Roots_25_74,tan(x + 3),tensor(0.2137),-12.538248048986187
Polynomial with Complex Roots_25_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c080760>>
Polynomial with Complex Roots_25_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab4073df0>>
Polynomial with Complex Roots_25_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0df730>>
Polynomial with Complex Roots_25_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c09fd00>>
Polynomial with Complex Roots_25_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0b41f0>>
Polynomial with Complex Roots_25_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0b4100>>
Polynomial with Complex Roots_25_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1415e0>>
Polynomial with Complex Roots_25_82,1/(x - exp(x)),tensor(0.1954),-15.961414933984251
Polynomial with Complex Roots_25_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c2afa90>>
Polynomial with Complex Roots_25_84,x + 8,tensor(0.3846),-1.5596267396046501
Polynomial with Complex Roots_25_85,x*(2*x + 3),tensor(0.2444),-8.55561658154567
Polynomial with Complex Roots_25_86,x**2/2 + sin(x)*cos(x),tensor(0.2243),-10.959755216109633
Polynomial with Complex Roots_25_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c03c7c0>>
Polynomial with Complex Roots_25_88,sin(x + 2),tensor(0.2375),-9.310425235973634
Polynomial with Complex Roots_25_89,1/3,tensor(0.),0
Polynomial with Complex Roots_25_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c29c820>>
Polynomial with Complex Roots_25_91,x + 2,tensor(0.2984),-4.528536012922711
Polynomial with Complex Roots_25_92,2*x - sin(x),tensor(0.2200),-11.56560171959293
Polynomial with Complex Roots_25_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc0cbf70>>
Polynomial with Complex Roots_25_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc03cb80>>
Polynomial with Complex Roots_25_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc05c460>>
Polynomial with Complex Roots_25_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c35ea00>>
Polynomial with Complex Roots_25_97,2*x + sin(x + 1),tensor(0.2439),-8.609133598967002
Polynomial with Complex Roots_25_98,(3*x + 4)/x,tensor(0.0153),-4166.265669524206
Polynomial with Complex Roots_25_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1d1bb0>>
Polynomial with Complex Roots_25_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0b8b20>>
Polynomial with Complex Roots_25_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0b8760>>
Polynomial with Complex Roots_25_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c1376a0>>
Polynomial with Complex Roots_25_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c1375b0>>
Polynomial with Complex Roots_25_104,x + cos(x) + 1,tensor(0.2889),-5.056303854407467
Polynomial with Complex Roots_25_105,x**2/12,tensor(0.2177),-11.919347827263822
Polynomial with Complex Roots_25_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc16d190>>
Polynomial with Complex Roots_25_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc16d6d0>>
Polynomial with Complex Roots_25_108,x**2 - sin(x),tensor(0.2227),-11.18190666297616
Polynomial with Complex Roots_25_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c2baf70>>
Polynomial with Complex Roots_25_110,tan(2*x),tensor(0.0054),-34552.82330032088
Polynomial with Complex Roots_25_111,exp(2*x + 3),tensor(0.0334),-835.9556325700194
Polynomial with Complex Roots_25_112,3*x**5,tensor(0.2201),-11.558280827171764
Polynomial with Complex Roots_25_113,2*x*cos(6),tensor(0.2211),-11.409891874929478
Polynomial with Complex Roots_25_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1ba430>>
Polynomial with Complex Roots_25_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c137a60>>
Polynomial with Complex Roots_25_116,2*x + sin(x),tensor(0.2208),-11.454253745554565
Polynomial with Complex Roots_25_117,x*(x + cos(x) + 3),tensor(0.2305),-10.142059529726591
Polynomial with Complex Roots_25_118,x**3 + 2*x - cos(x),tensor(0.1988),-15.235456360996036
Polynomial with Complex Roots_25_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c176e80>>
Polynomial with Complex Roots_25_120,x - log(cos(x)),tensor(0.2261),-10.722120081964968
Polynomial with Complex Roots_25_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c322280>>
Polynomial with Complex Roots_25_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1b0b80>>
Polynomial with Complex Roots_25_123,x**2,tensor(0.2274),-10.543466318137236
Polynomial with Complex Roots_25_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c362340>>
Polynomial with Complex Roots_25_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c09f970>>
Polynomial with Complex Roots_25_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c09fd90>>
Polynomial with Complex Roots_25_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1d9b20>>
Polynomial with Complex Roots_26_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c28e430>>
Polynomial with Complex Roots_26_1,-x - 4,tensor(0.1413),-35.902897329129544
Polynomial with Complex Roots_26_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1edeb0>>
Polynomial with Complex Roots_26_3,2*x + 2*sin(x),tensor(0.2190),-11.716460404111558
Polynomial with Complex Roots_26_4,tanh(x)/2,tensor(0.2183),-11.829967771984519
Polynomial with Complex Roots_26_5,3*x*acos(x),tensor(0.1826),-19.030864022499422
Polynomial with Complex Roots_26_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc127250>>
Polynomial with Complex Roots_26_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc16df10>>
Polynomial with Complex Roots_26_8,5*x + 5*log(x),tensor(0.),0
Polynomial with Complex Roots_26_9,exp(2*x),tensor(0.2956),-4.678415860569422
Polynomial with Complex Roots_26_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0b6130>>
Polynomial with Complex Roots_26_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1796d0>>
Polynomial with Complex Roots_26_12,3*x*asinh(x),tensor(0.2473),-8.25968382460181
Polynomial with Complex Roots_26_13,4*pi*x**2,tensor(0.2991),-4.491981185496049
Polynomial with Complex Roots_26_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c2af8e0>>
Polynomial with Complex Roots_26_15,x**2,tensor(0.2274),-10.543466318137236
Polynomial with Complex Roots_26_16,acosh(x + 1),tensor(0.),0
Polynomial with Complex Roots_26_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c09c0a0>>
Polynomial with Complex Roots_26_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0b3640>>
Polynomial with Complex Roots_26_19,x + (x**2 + x)**3,tensor(0.2460),-8.397902189533202
Polynomial with Complex Roots_26_20,x*(x + sin(x)) + x,tensor(0.2417),-8.846189331478756
Polynomial with Complex Roots_26_21,x**4/36,tensor(0.2170),-12.023524247138383
Polynomial with Complex Roots_26_22,x*sin(x + 7),tensor(0.2257),-10.766812971897094
Polynomial with Complex Roots_26_23,x*sin(x + 4),tensor(0.2088),-13.35715393070251
Polynomial with Complex Roots_26_24,x/3,tensor(0.2180),-11.871052609870485
Polynomial with Complex Roots_26_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c38f310>>
Polynomial with Complex Roots_26_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c348b80>>
Polynomial with Complex Roots_26_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c2f4520>>
Polynomial with Complex Roots_26_28,4*x*cos(x) + 2*sin(x),tensor(0.2157),-12.22339107423407
Polynomial with Complex Roots_26_29,exp(x),tensor(0.2616),-6.9649207946465665
Polynomial with Complex Roots_26_30,x - 2*log(x + 2),tensor(0.1857),-18.224587771018307
Polynomial with Complex Roots_26_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c08d4f0>>
Polynomial with Complex Roots_26_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0a20d0>>
Polynomial with Complex Roots_26_33,5*sin(x),tensor(0.2166),-12.079011634018247
Polynomial with Complex Roots_26_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1c6400>>
Polynomial with Complex Roots_26_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c067d30>>
Polynomial with Complex Roots_26_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc137790>>
Polynomial with Complex Roots_26_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc137a60>>
Polynomial with Complex Roots_26_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0e2580>>
Polynomial with Complex Roots_26_39,3 - x,tensor(0.3231),-3.388610457753396
Polynomial with Complex Roots_26_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c044e80>>
Polynomial with Complex Roots_26_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c1301f0>>
Polynomial with Complex Roots_26_42,x**2*(x + 3),tensor(0.2535),-7.669753631232739
Polynomial with Complex Roots_26_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c176e50>>
Polynomial with Complex Roots_26_44,5*sin(x),tensor(0.2166),-12.079011634018247
Polynomial with Complex Roots_26_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0b6cd0>>
Polynomial with Complex Roots_26_46,x**2 - cos(x),tensor(0.2044),-14.158875542080514
Polynomial with Complex Roots_26_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0b8160>>
Polynomial with Complex Roots_26_48,x*(sqrt(x) + x),tensor(0.),0
Polynomial with Complex Roots_26_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c09f430>>
Polynomial with Complex Roots_26_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c16d8e0>>
Polynomial with Complex Roots_26_51,8*x**2 + x,tensor(0.3123),-3.8498687525265334
Polynomial with Complex Roots_26_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1596d0>>
Polynomial with Complex Roots_26_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa012ea00>>
Polynomial with Complex Roots_26_54,(x + 1)**2,tensor(0.2714),-6.207982324634945
Polynomial with Complex Roots_26_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c38e580>>
Polynomial with Complex Roots_26_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0e5580>>
Polynomial with Complex Roots_26_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0e57f0>>
Polynomial with Complex Roots_26_58,log(x)/8,tensor(0.),0
Polynomial with Complex Roots_26_59,5*sinh(x),tensor(0.2122),-12.781340856844995
Polynomial with Complex Roots_26_60,x*(x**2 + 4*x),tensor(0.2658),-6.626024886625124
Polynomial with Complex Roots_26_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c26c940>>
Polynomial with Complex Roots_26_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab4073940>>
Polynomial with Complex Roots_26_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c03c3d0>>
Polynomial with Complex Roots_26_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc16d940>>
Polynomial with Complex Roots_26_65,x - acos(x),tensor(0.1824),-19.102186206645264
Polynomial with Complex Roots_26_66,sin(x)**3,tensor(0.2183),-11.824236961275147
Polynomial with Complex Roots_26_67,x + 11,tensor(0.2290),-10.334430459790177
Polynomial with Complex Roots_26_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc0794f0>>
