Square Root with Quadratic Term_0_0,x + tan(x),tensor(0.0754),-149.42550353068413
Square Root with Quadratic Term_54_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc160640>>
Square Root with Quadratic Term_54_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc1207c0>>
Square Root with Quadratic Term_54_21,log(2*x),tensor(0.),0
Square Root with Quadratic Term_54_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998131b50>>
Square Root with Quadratic Term_54_23,1,tensor(0.),0
Square Root with Quadratic Term_54_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f8106fd0>>
Square Root with Quadratic Term_54_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69580c2040>>
Square Root with Quadratic Term_54_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0054820>>
Square Root with Quadratic Term_54_27,-x + exp(x),tensor(0.1360),-39.37677757038664
Square Root with Quadratic Term_54_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998142e80>>
Square Root with Quadratic Term_54_29,3*x**2*log(2),tensor(0.1028),-75.16074640565985
Square Root with Quadratic Term_54_30,x**3*(x**2 + x),tensor(0.0884),-105.296455406496
Square Root with Quadratic Term_54_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581b05e0>>
Square Root with Quadratic Term_54_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f81a95e0>>
Square Root with Quadratic Term_54_33,3*x + log(x),tensor(0.),0
Square Root with Quadratic Term_54_34,x**2 + x + 1,tensor(0.1353),-39.82269104648405
Square Root with Quadratic Term_54_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2f432e0>>
Square Root with Quadratic Term_54_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69300b14f0>>
Square Root with Quadratic Term_54_37,x**2/8,tensor(0.0853),-114.05806865945404
Square Root with Quadratic Term_54_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69900436d0>>
Square Root with Quadratic Term_54_39,x + 5,tensor(0.0963),-87.08673250527625
Square Root with Quadratic Term_54_40,x**2/2 + sin(x),tensor(0.0866),-110.30238752049728
Square Root with Quadratic Term_54_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699822d520>>
Square Root with Quadratic Term_54_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69b80fef40>>
Square Root with Quadratic Term_54_43,cos(x + 1),tensor(0.0983),-83.1646638883634
Square Root with Quadratic Term_54_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e010eb20>>
Square Root with Quadratic Term_54_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958142100>>
Square Root with Quadratic Term_54_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6928073880>>
Square Root with Quadratic Term_54_47,x - 2,tensor(0.0498),-362.33668138175034
Square Root with Quadratic Term_54_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981352b0>>
Square Root with Quadratic Term_54_49,sinh(x) + 11,tensor(0.0293),-1094.4674233985709
Square Root with Quadratic Term_54_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e010f4c0>>
Square Root with Quadratic Term_54_51,3*x + sin(x),tensor(0.0649),-206.2580857604684
Square Root with Quadratic Term_54_52,x + sin(x + 3),tensor(0.0876),-107.47667555022356
Square Root with Quadratic Term_54_53,2*x + exp(sqrt(x)),tensor(0.),0
Square Root with Quadratic Term_54_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6928138e50>>
Square Root with Quadratic Term_54_55,-x**3/3 + acos(x),tensor(0.1510),-30.593188594525092
Square Root with Quadratic Term_54_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69901af5e0>>
Square Root with Quadratic Term_54_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc489190>>
Square Root with Quadratic Term_54_58,-x**2 + x,tensor(0.0741),-155.19130568273312
Square Root with Quadratic Term_54_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6928140580>>
Square Root with Quadratic Term_54_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f818ca30>>
Square Root with Quadratic Term_54_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f818c700>>
Square Root with Quadratic Term_54_62,2*x - tan(x),tensor(0.0829),-121.39657657405154
Square Root with Quadratic Term_54_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699837e9d0>>
Square Root with Quadratic Term_54_64,x + 2*exp(x),tensor(0.1120),-61.87384191847296
Square Root with Quadratic Term_54_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f80dd6d0>>
Square Root with Quadratic Term_54_66,x*(x - atan(x)),tensor(0.0854),-113.68106279478802
Square Root with Quadratic Term_54_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f80ddb80>>
Square Root with Quadratic Term_54_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998253640>>
Square Root with Quadratic Term_54_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc103340>>
Square Root with Quadratic Term_54_70,5*x**2 + log(x),tensor(0.),0
Square Root with Quadratic Term_54_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc1034c0>>
Square Root with Quadratic Term_54_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc103040>>
Square Root with Quadratic Term_54_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc1d3a90>>
Square Root with Quadratic Term_54_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc1d37c0>>
Square Root with Quadratic Term_54_75,log(2*x**2),tensor(0.0522),-329.11217960844095
Square Root with Quadratic Term_54_76,x*log(3),tensor(0.0816),-125.65321219773003
Square Root with Quadratic Term_54_77,65*x**2,tensor(0.0090),-12228.831398674414
Square Root with Quadratic Term_54_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f81581f0>>
Square Root with Quadratic Term_54_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f8158fd0>>
Square Root with Quadratic Term_54_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981f53a0>>
Square Root with Quadratic Term_54_81,2*x**3/3 + x,tensor(0.0802),-130.42495015615833
Square Root with Quadratic Term_54_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998377940>>
Square Root with Quadratic Term_54_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699837ea30>>
Square Root with Quadratic Term_54_84,3/(2*x),tensor(0.0063),-24650.440439296715
Square Root with Quadratic Term_54_85,-x,tensor(0.0829),-121.3017036655727
Square Root with Quadratic Term_54_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f80dd910>>
Square Root with Quadratic Term_54_87,x**3/8,tensor(0.0841),-117.5547226071155
Square Root with Quadratic Term_54_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69281c0070>>
Square Root with Quadratic Term_54_89,x*sin(x + 2),tensor(0.0799),-131.5246933656829
Square Root with Quadratic Term_54_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f818c250>>
Square Root with Quadratic Term_54_91,cos(x + 5),tensor(0.0894),-102.76053039514231
Square Root with Quadratic Term_54_92,-x**2 + x,tensor(0.0741),-155.19130568273312
Square Root with Quadratic Term_54_93,x*(x + 32),tensor(0.0131),-5700.170828823544
Square Root with Quadratic Term_54_94,-x,tensor(0.0829),-121.3017036655727
Square Root with Quadratic Term_54_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f80d2400>>
Square Root with Quadratic Term_54_96,x**2*(x**2 + x),tensor(0.0880),-106.47758782510564
Square Root with Quadratic Term_54_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69300bb520>>
Square Root with Quadratic Term_54_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc5969d0>>
Square Root with Quadratic Term_54_99,2*x**3,tensor(0.0807),-128.62837639370358
Square Root with Quadratic Term_54_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f81a9520>>
Square Root with Quadratic Term_54_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f80653d0>>
Square Root with Quadratic Term_54_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f8065670>>
Square Root with Quadratic Term_54_103,-x + acos(x),tensor(0.1280),-45.44351355818347
Square Root with Quadratic Term_54_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69900753d0>>
Square Root with Quadratic Term_54_105,1/(x + cos(x)),tensor(0.0176),-3126.418188013144
Square Root with Quadratic Term_54_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69900ae3a0>>
Square Root with Quadratic Term_54_107,2*x*(x**3 + x),tensor(0.1058),-70.4732667275963
Square Root with Quadratic Term_54_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69300b1a30>>
Square Root with Quadratic Term_54_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69b80feee0>>
Square Root with Quadratic Term_54_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699836e100>>
Square Root with Quadratic Term_54_111,x*(x + 5) + x,tensor(0.0548),-296.24521675675703
Square Root with Quadratic Term_54_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981c8af0>>
Square Root with Quadratic Term_54_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69280ee820>>
Square Root with Quadratic Term_54_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc6989a0>>
Square Root with Quadratic Term_54_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc698a90>>
Square Root with Quadratic Term_54_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc698460>>
Square Root with Quadratic Term_54_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc572e20>>
Square Root with Quadratic Term_54_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f8098700>>
Square Root with Quadratic Term_54_119,x*(x + 1),tensor(0.0904),-100.12897490439258
Square Root with Quadratic Term_54_120,x**2*acos(4),tensor(0.),0
Square Root with Quadratic Term_54_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0025760>>
Square Root with Quadratic Term_54_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6928138130>>
Square Root with Quadratic Term_54_123,cos(2*x + 2),tensor(0.0772),-142.05571611181983
Square Root with Quadratic Term_54_124,x + sin(x),tensor(0.0777),-140.02467605955326
Square Root with Quadratic Term_54_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e018c850>>
Square Root with Quadratic Term_54_126,2*x**2 - x,tensor(0.0995),-80.93358246413075
Square Root with Quadratic Term_54_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc6cfcd0>>
Square Root with Quadratic Term_55_0,sqrt(x + 4),tensor(0.2436),-8.63964189202972
Square Root with Quadratic Term_55_1,(x + 1/x)/x,tensor(3.9223e-05),-649944263.2746991
Square Root with Quadratic Term_55_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981fbe80>>
Square Root with Quadratic Term_55_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69580996d0>>
Square Root with Quadratic Term_55_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc63a760>>
Square Root with Quadratic Term_55_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e01c3370>>
Square Root with Quadratic Term_55_6,-2*x + 2*cos(x),tensor(0.1401),-36.649206483462834
Square Root with Quadratic Term_55_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998377760>>
Square Root with Quadratic Term_55_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6930088700>>
Square Root with Quadratic Term_55_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f804d5b0>>
Square Root with Quadratic Term_55_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f8125fa0>>
Square Root with Quadratic Term_55_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f8125b50>>
Square Root with Quadratic Term_55_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc66e520>>
Square Root with Quadratic Term_55_13,x*atanh(x),tensor(0.0962),-87.29688133203615
Square Root with Quadratic Term_55_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e00176d0>>
Square Root with Quadratic Term_55_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f692817c790>>
Square Root with Quadratic Term_55_16,x**3 + x + cos(x),tensor(0.1051),-71.4434513414768
Square Root with Quadratic Term_55_17,x*atan(x),tensor(0.0920),-96.35973699722103
Square Root with Quadratic Term_55_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581f5c70>>
Square Root with Quadratic Term_55_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69901716a0>>
Square Root with Quadratic Term_55_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc758c40>>
Square Root with Quadratic Term_55_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc7584f0>>
Square Root with Quadratic Term_55_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69280eec70>>
Square Root with Quadratic Term_55_23,2*x*sin(x) + 2*cos(x),tensor(0.2792),-5.663676531147597
Square Root with Quadratic Term_55_24,x*(cos(x) + 1),tensor(0.0787),-136.10421872242307
Square Root with Quadratic Term_55_25,x**2*(2*x + 2),tensor(0.0966),-86.44086457203339
Square Root with Quadratic Term_55_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6930187ca0>>
Square Root with Quadratic Term_55_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699012f040>>
Square Root with Quadratic Term_55_28,exp(x**2),tensor(0.1486),-31.826217782484626
Square Root with Quadratic Term_55_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6990174790>>
